user_id,country,avg_watch_time_minutes
U110578,USA,14
U110579,Canada,220
U110580,Spain,154
U110581,Australia,106
U110582,Germany,169
U110583,Brazil,55
U110584,USA,147
U110585,Germany,126
U110586,Spain,90
U110587,Australia,155
U110588,Germany,266
U110589,USA,77
U110590,India,91
U110591,France,119
U110592,India,237
U110593,Japan,261
U110594,Japan,161
U110595,India,278
U110596,USA,66
U110597,Brazil,98
U110598,Brazil,148
U110599,UK,181
U110600,India,165
U110601,Japan,52
U110602,Japan,101
U110603,France,266
U110604,Brazil,220
U110605,India,219
U110606,France,181
U110607,France,184
U110608,Australia,83
U110609,Japan,229
U110610,India,208
U110611,Brazil,62
U110612,Japan,26
U110613,France,106
U110614,Brazil,204
U110615,Japan,297
U110616,Spain,37
U110617,Canada,196
U110618,India,296
U110619,India,170
U110620,USA,11
U110621,Japan,141
U110622,Spain,150
U110623,Canada,270
U110624,Germany,240
U110625,Canada,230
U110626,Canada,88
U110627,France,25
U110628,France,190
U110629,USA,12
U110630,USA,74
U110631,Brazil,138
U110632,USA,141
U110633,USA,220
U110634,France,176
U110635,Australia,226
U110636,Brazil,87
U110637,France,269
U110638,Brazil,221
U110639,India,212
U110640,France,66
U110641,Japan,68
U110642,Canada,101
U110643,India,254
U110644,Japan,102
U110645,Australia,134
U110646,Australia,86
U110647,Brazil,64
U110648,Australia,98
U110649,UK,231
U110650,France,186
U110651,Brazil,60
U110652,Germany,261
U110653,India,40
U110654,Spain,135
U110655,Brazil,238
U110656,India,269
U110657,Japan,138
U110658,Japan,95
U110659,Spain,81
U110660,France,203
U110661,Canada,73
U110662,Spain,285
U110663,Canada,240
U110664,Germany,194
U110665,Brazil,219
U110666,Australia,51
U110667,Spain,292
U110668,Australia,299
U110669,Brazil,294
U110670,France,298
U110671,India,246
U110672,Australia,248
U110673,Canada,209
U110674,Australia,62
U110675,Germany,89
U110676,UK,48
U110677,France,249
U110678,India,164
U110679,France,163
U110680,France,280
U110681,USA,294
U110682,Spain,259
U110683,Germany,299
U110684,Germany,262
U110685,Australia,144
U110686,Brazil,140
U110687,Japan,66
U110688,Spain,37
U110689,UK,35
U110690,USA,38
U110691,Brazil,158
U110692,Japan,131
U110693,Spain,183
U110694,Spain,74
U110695,Brazil,44
U110696,Spain,149
U110697,Brazil,90
U110698,Spain,276
U110699,France,56
U110700,Germany,83
U110701,Germany,243
U110702,Australia,66
U110703,Japan,261
U110704,Canada,136
U110705,Spain,73
U110706,USA,191
U110707,Germany,218
U110708,Canada,128
U110709,Canada,100
U110710,USA,101
U110711,UK,289
U110712,UK,10
U110713,Australia,108
U110714,France,177
U110715,France,179
U110716,France,295
U110717,Australia,65
U110718,Germany,202
U110719,UK,67
U110720,USA,209
U110721,Australia,41
U110722,Spain,151
U110723,Canada,128
U110724,UK,26
U110725,Australia,43
U110726,Spain,209
U110727,Brazil,159
U110728,Australia,164
U110729,India,19
U110730,Australia,96
U110731,Canada,298
U110732,India,125
U110733,Canada,211
U110734,Australia,297
U110735,France,217
U110736,UK,216
U110737,Brazil,153
U110738,France,274
U110739,Germany,57
U110740,France,216
U110741,UK,286
U110742,Germany,152
U110743,UK,21
U110744,India,98
U110745,India,35
U110746,India,222
U110747,Spain,108
U110748,Canada,63
U110749,India,62
U110750,Canada,152
U110751,Japan,132
U110752,UK,20
U110753,Germany,217
U110754,India,177
U110755,Brazil,76
U110756,Spain,107
U110757,Germany,245
U110758,Brazil,132
U110759,UK,94
U110760,France,268
U110761,UK,100
U110762,USA,272
U110763,Australia,164
U110764,Japan,120
U110765,Germany,120
U110766,USA,182
U110767,India,53
U110768,Australia,205
U110769,Brazil,298
U110770,Canada,18
U110771,UK,158
U110772,Canada,273
U110773,Germany,86
U110774,Canada,70
U110775,Japan,278
U110776,USA,18
U110777,USA,249
U110778,Spain,82
U110779,Brazil,111
U110780,UK,192
U110781,Canada,205
U110782,USA,69
U110783,India,128
U110784,Germany,18
U110785,Canada,96
U110786,UK,247
U110787,India,50
U110788,USA,64
U110789,USA,273
U110790,USA,26
U110791,Brazil,284
U110792,USA,262
U110793,India,266
U110794,India,96
U110795,Australia,143
U110796,Germany,164
U110797,Canada,192
U110798,UK,273
U110799,Australia,272
U110800,Spain,16
U110801,France,200
U110802,Brazil,209
U110803,Germany,10
U110804,Germany,244
U110805,Spain,30
U110806,Australia,243
U110807,USA,45
U110808,UK,279
U110809,Brazil,242
U110810,UK,150
U110811,Japan,231
U110812,India,213
U110813,USA,113
U110814,Brazil,192
U110815,Japan,124
U110816,Canada,160
U110817,Japan,26
U110818,UK,43
U110819,Australia,58
U110820,Japan,82
U110821,Germany,29
U110822,Germany,293
U110823,Germany,102
U110824,Japan,181
U110825,Japan,107
U110826,UK,93
U110827,Canada,150
U110828,France,281
U110829,Australia,151
U110830,India,48
U110831,Canada,129
U110832,Germany,216
U110833,France,251
U110834,USA,264
U110835,France,91
U110836,Spain,288
U110837,Brazil,174
U110838,Japan,244
U110839,Australia,18
U110840,UK,184
U110841,Germany,129
U110842,USA,213
U110843,Japan,68
U110844,Spain,183
U110845,Brazil,263
U110846,UK,131
U110847,France,132
U110848,Spain,260
U110849,USA,265
U110850,UK,115
U110851,USA,125
U110852,Brazil,54
U110853,UK,47
U110854,Germany,269
U110855,Germany,267
U110856,Japan,275
U110857,USA,279
U110858,UK,10
U110859,Canada,176
U110860,Canada,212
U110861,Australia,70
U110862,Australia,96
U110863,Canada,191
U110864,Spain,62
U110865,Japan,94
U110866,Japan,214
U110867,UK,141
U110868,Japan,273
U110869,Australia,95
U110870,Canada,176
U110871,Spain,91
U110872,Germany,150
U110873,India,58
U110874,Brazil,69
U110875,India,205
U110876,USA,230
U110877,Spain,233
U110878,Germany,161
U110879,Australia,80
U110880,Canada,181
U110881,USA,258
U110882,Canada,32
U110883,Japan,72
U110884,Australia,248
U110885,Japan,109
U110886,Brazil,172
U110887,France,60
U110888,France,231
U110889,USA,89
U110890,UK,146
U110891,India,50
U110892,Brazil,117
U110893,Spain,76
U110894,France,65
U110895,UK,177
U110896,Canada,250
U110897,USA,136
U110898,Canada,204
U110899,India,268
U110900,Germany,111
U110901,Japan,237
U110902,Japan,177
U110903,USA,36
U110904,France,196
U110905,India,216
U110906,USA,46
U110907,Japan,195
U110908,India,24
U110909,France,142
U110910,France,129
U110911,UK,26
U110912,France,138
U110913,Canada,144
U110914,Australia,56
U110915,Canada,192
U110916,Brazil,43
U110917,Spain,259
U110918,India,190
U110919,France,134
U110920,Spain,266
U110921,Germany,281
U110922,USA,255
U110923,Germany,109
U110924,France,273
U110925,India,224
U110926,Brazil,288
U110927,USA,171
U110928,USA,219
U110929,USA,242
U110930,India,142
U110931,USA,134
U110932,Brazil,66
U110933,Germany,76
U110934,Brazil,31
U110935,Germany,170
U110936,Australia,180
U110937,Spain,190
U110938,Australia,194
U110939,Japan,130
U110940,UK,278
U110941,India,68
U110942,Brazil,33
U110943,Brazil,93
U110944,UK,218
U110945,India,145
U110946,Spain,285
U110947,India,99
U110948,UK,12
U110949,Australia,276
U110950,Australia,204
U110951,USA,243
U110952,Japan,160
U110953,Germany,130
U110954,Germany,185
U110955,India,271
U110956,Germany,266
U110957,France,234
U110958,Brazil,102
U110959,USA,98
U110960,UK,108
U110961,Canada,225
U110962,Brazil,286
U110963,Australia,90
U110964,Germany,154
U110965,Brazil,286
U110966,India,55
U110967,Australia,163
U110968,India,119
U110969,UK,120
U110970,UK,111
U110971,France,30
U110972,Spain,70
U110973,France,16
U110974,USA,116
U110975,Spain,256
U110976,India,248
U110977,Germany,137
U110978,Japan,253
U110979,France,260
U110980,France,35
U110981,USA,173
U110982,Australia,121
U110983,Japan,37
U110984,Germany,299
U110985,Spain,146
U110986,UK,157
U110987,Spain,241
U110988,Germany,146
U110989,Germany,186
U110990,USA,71
U110991,Japan,258
U110992,Spain,28
U110993,India,36
U110994,Germany,296
U110995,USA,67
U110996,Brazil,49
U110997,Brazil,57
U110998,Germany,138
U110999,Spain,241
U111000,Spain,65
U111001,India,68
U111002,Australia,286
U111003,UK,209
U111004,Germany,228
U111005,France,51
U111006,France,275
U111007,Australia,158
U111008,USA,231
U111009,Germany,231
U111010,Brazil,258
U111011,Germany,70
U111012,Australia,102
U111013,India,279
U111014,Germany,179
U111015,Canada,81
U111016,UK,85
U111017,India,288
U111018,Australia,274
U111019,Canada,169
U111020,Spain,238
U111021,Spain,49
U111022,Canada,90
U111023,Canada,276
U111024,Japan,35
U111025,Brazil,108
U111026,Spain,44
U111027,UK,297
U111028,Germany,276
U111029,Canada,137
U111030,USA,51
U111031,Canada,18
U111032,Brazil,228
U111033,Germany,20
U111034,France,94
U111035,France,296
U111036,Brazil,163
U111037,USA,17
U111038,France,147
U111039,Japan,161
U111040,Spain,209
U111041,Germany,265
U111042,Brazil,229
U111043,UK,202
U111044,Canada,233
U111045,Canada,152
U111046,France,285
U111047,UK,97
U111048,UK,66
U111049,Spain,240
U111050,Germany,234
U111051,India,125
U111052,USA,48
U111053,India,227
U111054,Japan,168
U111055,UK,89
U111056,UK,253
U111057,USA,260
U111058,India,52
U111059,France,126
U111060,India,65
U111061,Spain,271
U111062,Spain,222
U111063,Australia,207
U111064,France,294
U111065,India,147
U111066,Spain,12
U111067,France,299
U111068,India,145
U111069,USA,159
U111070,Germany,155
U111071,Germany,215
U111072,Australia,22
U111073,Canada,53
U111074,India,115
U111075,Brazil,148
U111076,UK,167
U111077,UK,67
U111078,Australia,223
U111079,UK,108
U111080,India,176
U111081,Spain,196
U111082,Japan,108
U111083,Australia,56
U111084,India,207
U111085,Australia,104
U111086,Germany,27
U111087,Spain,201
U111088,Spain,136
U111089,Canada,285
U111090,Spain,257
U111091,Germany,110
U111092,Spain,242
U111093,Germany,187
U111094,USA,22
U111095,Germany,41
U111096,Brazil,129
U111097,Australia,160
U111098,Australia,51
U111099,India,283
U111100,Spain,52
U111101,USA,124
U111102,Canada,251
U111103,UK,217
U111104,Australia,133
U111105,France,154
U111106,Germany,214
U111107,Japan,237
U111108,France,29
U111109,France,225
U111110,USA,22
U111111,Japan,203
U111112,India,170
U111113,USA,117
U111114,Brazil,143
U111115,Germany,40
U111116,France,33
U111117,Canada,168
U111118,Australia,294
U111119,Brazil,203
U111120,USA,243
U111121,France,105
U111122,UK,75
U111123,Australia,287
U111124,France,285
U111125,France,132
U111126,Germany,194
U111127,Australia,145
U111128,France,48
U111129,Brazil,58
U111130,Japan,190
U111131,France,187
U111132,France,96
U111133,Japan,120
U111134,France,255
U111135,Brazil,149
U111136,Canada,194
U111137,Germany,268
U111138,Australia,143
U111139,Spain,167
U111140,Spain,53
U111141,Germany,126
U111142,Canada,241
U111143,Australia,139
U111144,Germany,163
U111145,India,44
U111146,Spain,64
U111147,Australia,123
U111148,Australia,46
U111149,Brazil,236
U111150,Japan,187
U111151,Japan,122
U111152,Canada,86
U111153,Brazil,244
U111154,USA,36
U111155,USA,14
U111156,UK,211
U111157,France,191
U111158,Spain,148
U111159,Australia,78
U111160,Germany,167
U111161,UK,142
U111162,India,41
U111163,Spain,204
U111164,Australia,106
U111165,Japan,195
U111166,Brazil,67
U111167,France,56
U111168,Spain,179
U111169,India,299
U111170,India,297
U111171,France,216
U111172,Japan,80
U111173,Japan,15
U111174,Japan,74
U111175,UK,258
U111176,UK,31
U111177,Japan,256
U111178,Germany,162
U111179,UK,229
U111180,Brazil,162
U111181,France,83
U111182,Spain,136
U111183,UK,107
U111184,France,287
U111185,Spain,267
U111186,Japan,31
U111187,India,12
U111188,Germany,87
U111189,Spain,121
U111190,Germany,260
U111191,France,274
U111192,India,32
U111193,France,129
U111194,USA,141
U111195,Spain,179
U111196,Brazil,272
U111197,USA,294
U111198,India,112
U111199,Canada,163
U111200,Germany,38
U111201,Spain,230
U111202,USA,117
U111203,USA,262
U111204,Germany,104
U111205,France,94
U111206,UK,143
U111207,Germany,173
U111208,India,95
U111209,Australia,255
U111210,UK,158
U111211,UK,297
U111212,Japan,289
U111213,Canada,267
U111214,Spain,129
U111215,UK,147
U111216,Germany,105
U111217,France,100
U111218,Spain,97
U111219,USA,282
U111220,Brazil,43
U111221,Canada,102
U111222,Japan,73
U111223,India,228
U111224,India,190
U111225,Spain,167
U111226,India,163
U111227,Spain,112
U111228,Spain,177
U111229,Australia,298
U111230,India,112
U111231,Canada,85
U111232,Spain,94
U111233,USA,249
U111234,Canada,35
U111235,France,73
U111236,France,235
U111237,UK,171
U111238,Japan,242
U111239,Germany,200
U111240,Japan,35
U111241,India,289
U111242,UK,21
U111243,Brazil,29
U111244,Germany,162
U111245,Japan,109
U111246,India,245
U111247,Japan,227
U111248,Australia,207
U111249,Germany,78
U111250,USA,72
U111251,Spain,111
U111252,USA,152
U111253,Brazil,146
U111254,India,180
U111255,USA,122
U111256,UK,87
U111257,India,66
U111258,UK,227
U111259,Japan,62
U111260,Japan,47
U111261,Japan,193
U111262,France,102
U111263,UK,230
U111264,France,234
U111265,UK,51
U111266,Australia,58
U111267,Germany,62
U111268,India,211
U111269,Germany,219
U111270,UK,74
U111271,India,292
U111272,Spain,132
U111273,Spain,119
U111274,Australia,186
U111275,Japan,212
U111276,UK,48
U111277,Spain,154
U111278,Canada,225
U111279,Brazil,255
U111280,Brazil,128
U111281,India,225
U111282,USA,168
U111283,UK,283
U111284,India,70
U111285,Australia,238
U111286,Germany,272
U111287,Japan,197
U111288,Brazil,50
U111289,USA,122
U111290,France,163
U111291,Canada,192
U111292,Spain,253
U111293,USA,203
U111294,India,129
U111295,USA,69
U111296,Spain,88
U111297,Germany,59
U111298,Germany,290
U111299,Canada,123
U111300,USA,108
U111301,USA,202
U111302,Brazil,143
U111303,Spain,80
U111304,Japan,215
U111305,Brazil,149
U111306,Canada,96
U111307,Canada,103
U111308,Japan,198
U111309,France,195
U111310,Spain,232
U111311,India,154
U111312,USA,33
U111313,France,100
U111314,USA,256
U111315,UK,274
U111316,France,175
U111317,Germany,69
U111318,Japan,290
U111319,France,263
U111320,UK,237
U111321,Spain,13
U111322,Canada,134
U111323,Germany,50
U111324,Canada,203
U111325,UK,75
U111326,Japan,49
U111327,Japan,23
U111328,Germany,127
U111329,USA,256
U111330,USA,143
U111331,Brazil,177
U111332,UK,170
U111333,Australia,115
U111334,France,94
U111335,France,74
U111336,France,59
U111337,France,166
U111338,UK,154
U111339,France,168
U111340,UK,206
U111341,Germany,239
U111342,USA,174
U111343,India,240
U111344,India,157
U111345,Japan,96
U111346,Germany,19
U111347,USA,129
U111348,India,257
U111349,France,118
U111350,France,69
U111351,India,276
U111352,UK,21
U111353,Canada,134
U111354,Spain,278
U111355,USA,24
U111356,Spain,176
U111357,India,236
U111358,Brazil,25
U111359,France,129
U111360,Germany,222
U111361,Australia,44
U111362,UK,26
U111363,Australia,291
U111364,Germany,30
U111365,Japan,61
U111366,Japan,247
U111367,Brazil,131
U111368,UK,88
U111369,Canada,96
U111370,France,133
U111371,USA,296
U111372,India,28
U111373,France,279
U111374,Japan,95
U111375,Canada,40
U111376,UK,166
U111377,Australia,20
U111378,Brazil,221
U111379,India,111
U111380,Spain,216
U111381,Canada,151
U111382,Spain,247
U111383,France,51
U111384,India,25
U111385,France,156
U111386,Japan,88
U111387,Canada,118
U111388,Spain,154
U111389,Brazil,292
U111390,Japan,252
U111391,Australia,75
U111392,India,134
U111393,Japan,29
U111394,Australia,201
U111395,Germany,57
U111396,Japan,62
U111397,France,254
U111398,Japan,143
U111399,Japan,185
U111400,UK,80
U111401,Brazil,23
U111402,Canada,48
U111403,Canada,172
U111404,Brazil,157
U111405,France,254
U111406,Canada,236
U111407,Germany,73
U111408,France,67
U111409,Canada,280
U111410,Australia,195
U111411,Canada,83
U111412,Spain,55
U111413,Canada,102
U111414,Spain,296
U111415,Spain,155
U111416,USA,76
U111417,France,170
U111418,USA,180
U111419,Japan,99
U111420,Germany,165
U111421,India,192
U111422,Japan,239
U111423,Australia,41
U111424,Canada,217
U111425,UK,173
U111426,Canada,191
U111427,Spain,149
U111428,Canada,162
U111429,Japan,238
U111430,France,217
U111431,Canada,132
U111432,India,63
U111433,Japan,111
U111434,Brazil,104
U111435,Germany,116
U111436,India,109
U111437,USA,187
U111438,Brazil,76
U111439,UK,230
U111440,Australia,182
U111441,Canada,197
U111442,Germany,139
U111443,UK,16
U111444,Brazil,256
U111445,Canada,93
U111446,USA,288
U111447,Germany,90
U111448,India,176
U111449,Brazil,29
U111450,India,94
U111451,Canada,198
U111452,India,22
U111453,Brazil,292
U111454,UK,242
U111455,India,246
U111456,India,41
U111457,India,242
U111458,France,69
U111459,Australia,24
U111460,Brazil,170
U111461,Spain,208
U111462,USA,125
U111463,UK,94
U111464,Australia,198
U111465,Australia,166
U111466,Japan,191
U111467,Brazil,66
U111468,Germany,287
U111469,UK,250
U111470,Australia,235
U111471,Germany,54
U111472,Germany,71
U111473,Australia,36
U111474,Australia,166
U111475,Australia,222
U111476,Canada,58
U111477,UK,42
U111478,France,180
U111479,Germany,114
U111480,Spain,98
U111481,Germany,199
U111482,Germany,182
U111483,UK,112
U111484,Brazil,211
U111485,Germany,172
U111486,Canada,248
U111487,Canada,58
U111488,Brazil,283
U111489,USA,294
U111490,Australia,285
U111491,USA,227
U111492,France,99
U111493,Canada,215
U111494,Brazil,19
U111495,France,113
U111496,Germany,85
U111497,Germany,109
U111498,France,225
U111499,Brazil,137
U111500,UK,154
U111501,UK,119
U111502,Brazil,146
U111503,UK,193
U111504,Brazil,111
U111505,India,137
U111506,Australia,127
U111507,Japan,20
U111508,France,170
U111509,India,240
U111510,Japan,77
U111511,Germany,181
U111512,Canada,196
U111513,Brazil,14
U111514,France,227
U111515,Canada,296
U111516,Spain,132
U111517,India,182
U111518,Canada,242
U111519,USA,189
U111520,Australia,42
U111521,Canada,135
U111522,India,186
U111523,Germany,27
U111524,USA,114
U111525,India,282
U111526,Australia,226
U111527,Canada,121
U111528,Japan,57
U111529,Spain,146
U111530,Canada,39
U111531,India,124
U111532,Australia,160
U111533,Spain,18
U111534,Canada,204
U111535,Australia,117
U111536,India,12
U111537,Canada,87
U111538,USA,57
U111539,Australia,89
U111540,France,185
U111541,India,113
U111542,UK,158
U111543,France,236
U111544,Spain,125
U111545,Japan,30
U111546,Spain,277
U111547,Brazil,171
U111548,Japan,232
U111549,Spain,56
U111550,Canada,167
U111551,Australia,185
U111552,India,224
U111553,India,273
U111554,Canada,39
U111555,UK,134
U111556,Australia,119
U111557,India,140
U111558,Canada,44
U111559,Japan,224
U111560,Japan,294
U111561,Canada,67
U111562,UK,67
U111563,USA,225
U111564,USA,20
U111565,Australia,11
U111566,Japan,254
U111567,Japan,298
U111568,Germany,69
U111569,India,120
U111570,Brazil,194
U111571,Canada,179
U111572,Spain,38
U111573,Canada,197
U111574,Canada,51
U111575,Spain,171
U111576,UK,23
U111577,Canada,65
U111578,India,162
U111579,Japan,196
U111580,Brazil,28
U111581,USA,296
U111582,Germany,183
U111583,India,168
U111584,UK,45
U111585,UK,19
U111586,Brazil,61
U111587,UK,297
U111588,Brazil,255
U111589,Australia,165
U111590,India,190
U111591,USA,205
U111592,France,268
U111593,Japan,129
U111594,France,80
U111595,Australia,181
U111596,Germany,24
U111597,Australia,220
U111598,Canada,259
U111599,France,194
U111600,Australia,92
U111601,USA,295
U111602,France,279
U111603,Australia,86
U111604,Germany,197
U111605,UK,207
U111606,Germany,146
U111607,UK,22
U111608,France,204
U111609,France,165
U111610,Germany,116
U111611,Brazil,36
U111612,Brazil,269
U111613,France,238
U111614,France,35
U111615,Canada,280
U111616,Canada,242
U111617,UK,277
U111618,Spain,34
U111619,Brazil,61
U111620,UK,61
U111621,Japan,180
U111622,Japan,106
U111623,France,227
U111624,Brazil,79
U111625,UK,13
U111626,UK,249
U111627,USA,148
U111628,France,222
U111629,UK,242
U111630,USA,139
U111631,Australia,270
U111632,Australia,254
U111633,Australia,19
U111634,Australia,17
U111635,Germany,11
U111636,Brazil,45
U111637,UK,141
U111638,Spain,249
U111639,India,180
U111640,France,68
U111641,USA,25
U111642,India,268
U111643,Brazil,190
U111644,Japan,149
U111645,Brazil,223
U111646,Spain,208
U111647,Australia,130
U111648,Australia,20
U111649,Spain,46
U111650,UK,22
U111651,France,278
U111652,India,129
U111653,Japan,142
U111654,Brazil,10
U111655,UK,122
U111656,France,74
U111657,Spain,234
U111658,USA,194
U111659,Brazil,244
U111660,Japan,233
U111661,Germany,135
U111662,Japan,138
U111663,Australia,208
U111664,Australia,35
U111665,France,291
U111666,UK,101
U111667,Canada,279
U111668,USA,148
U111669,France,149
U111670,Brazil,17
U111671,Spain,277
U111672,Japan,251
U111673,Germany,243
U111674,India,299
U111675,Brazil,162
U111676,Brazil,90
U111677,Germany,48
U111678,India,122
U111679,Brazil,171
U111680,USA,106
U111681,France,180
U111682,France,49
U111683,France,250
U111684,UK,19
U111685,UK,37
U111686,USA,129
U111687,Canada,234
U111688,Brazil,38
U111689,USA,165
U111690,Spain,278
U111691,Spain,138
U111692,India,259
U111693,Spain,144
U111694,India,195
U111695,Germany,178
U111696,Australia,202
U111697,Germany,287
U111698,USA,171
U111699,USA,212
U111700,Germany,155
U111701,India,91
U111702,UK,165
U111703,India,113
U111704,Japan,62
U111705,Germany,78
U111706,USA,96
U111707,UK,157
U111708,Australia,13
U111709,Canada,169
U111710,Australia,51
U111711,USA,212
U111712,Australia,62
U111713,Spain,290
U111714,Japan,83
U111715,Brazil,120
U111716,UK,172
U111717,India,35
U111718,USA,292
U111719,Spain,98
U111720,Spain,164
U111721,Brazil,279
U111722,USA,156
U111723,France,99
U111724,USA,150
U111725,Spain,44
U111726,Canada,112
U111727,Germany,78
U111728,USA,118
U111729,Australia,125
U111730,Brazil,234
U111731,USA,24
U111732,Germany,202
U111733,Canada,60
U111734,USA,133
U111735,Canada,25
U111736,Canada,163
U111737,France,110
U111738,Canada,184
U111739,Germany,280
U111740,Spain,80
U111741,UK,11
U111742,Brazil,296
U111743,UK,283
U111744,Germany,263
U111745,India,84
U111746,Spain,115
U111747,Spain,280
U111748,Australia,239
U111749,Canada,53
U111750,USA,45
U111751,India,175
U111752,Brazil,115
U111753,Brazil,210
U111754,India,60
U111755,Australia,174
U111756,USA,269
U111757,Canada,239
U111758,Australia,20
U111759,Germany,199
U111760,Australia,54
U111761,Australia,21
U111762,Japan,286
U111763,USA,215
U111764,USA,285
U111765,Japan,55
U111766,Brazil,129
U111767,Japan,175
U111768,India,229
U111769,Australia,251
U111770,USA,33
U111771,Canada,24
U111772,Australia,129
U111773,Canada,33
U111774,UK,248
U111775,Brazil,189
U111776,Germany,279
U111777,USA,195
U111778,Canada,126
U111779,Canada,88
U111780,USA,120
U111781,Spain,87
U111782,Germany,185
U111783,India,243
U111784,Australia,58
U111785,Japan,85
U111786,India,215
U111787,Spain,26
U111788,Spain,188
U111789,Canada,105
U111790,India,163
U111791,Germany,289
U111792,Brazil,170
U111793,Germany,214
U111794,Germany,294
U111795,India,95
U111796,UK,185
U111797,France,223
U111798,France,184
U111799,USA,190
U111800,USA,91
U111801,Spain,196
U111802,Japan,65
U111803,India,140
U111804,India,59
U111805,Japan,128
U111806,Germany,219
U111807,France,59
U111808,UK,288
U111809,Brazil,175
U111810,India,107
U111811,Germany,162
U111812,Canada,179
U111813,Australia,110
U111814,India,292
U111815,USA,212
U111816,India,175
U111817,India,197
U111818,Australia,85
U111819,USA,159
U111820,USA,54
U111821,Spain,232
U111822,USA,177
U111823,UK,21
U111824,Germany,92
U111825,Australia,111
U111826,Australia,226
U111827,Spain,150
U111828,Germany,16
U111829,Germany,154
U111830,Brazil,65
U111831,USA,119
U111832,USA,33
U111833,USA,110
U111834,Australia,175
U111835,Australia,196
U111836,Canada,30
U111837,Germany,47
U111838,Brazil,289
U111839,France,143
U111840,India,87
U111841,Brazil,253
U111842,India,103
U111843,Canada,76
U111844,Canada,247
U111845,Germany,108
U111846,USA,270
U111847,UK,68
U111848,Australia,73
U111849,France,75
U111850,UK,124
U111851,India,105
U111852,France,297
U111853,UK,27
U111854,Brazil,17
U111855,Brazil,105
U111856,India,235
U111857,Canada,160
U111858,UK,217
U111859,Australia,216
U111860,Australia,75
U111861,Canada,217
U111862,Canada,247
U111863,France,43
U111864,France,154
U111865,France,183
U111866,India,234
U111867,Australia,238
U111868,Brazil,32
U111869,India,72
U111870,Australia,259
U111871,USA,228
U111872,Spain,203
U111873,Brazil,45
U111874,France,35
U111875,Japan,64
U111876,UK,214
U111877,Japan,236
U111878,Germany,276
U111879,Germany,32
U111880,France,284
U111881,UK,152
U111882,Canada,164
U111883,Spain,216
U111884,France,80
U111885,Germany,42
U111886,Spain,275
U111887,Australia,143
U111888,Brazil,198
U111889,USA,276
U111890,France,18
U111891,Germany,203
U111892,Spain,201
U111893,Japan,291
U111894,UK,227
U111895,Canada,66
U111896,Canada,64
U111897,Canada,20
U111898,Japan,120
U111899,Australia,85
U111900,Japan,251
U111901,Canada,282
U111902,UK,194
U111903,Germany,212
U111904,India,110
U111905,Germany,40
U111906,India,130
U111907,Spain,138
U111908,India,199
U111909,Brazil,173
U111910,Spain,262
U111911,Canada,192
U111912,France,271
U111913,Japan,52
U111914,Spain,190
U111915,UK,288
U111916,USA,103
U111917,UK,103
U111918,UK,78
U111919,UK,154
U111920,Canada,139
U111921,UK,37
U111922,Germany,275
U111923,Australia,197
U111924,UK,255
U111925,Spain,36
U111926,France,39
U111927,USA,107
U111928,Canada,274
U111929,USA,248
U111930,India,108
U111931,UK,179
U111932,Germany,246
U111933,Japan,104
U111934,Japan,249
U111935,UK,220
U111936,Australia,88
U111937,India,284
U111938,Japan,209
U111939,Canada,129
U111940,India,53
U111941,Germany,48
U111942,Brazil,41
U111943,France,14
U111944,Japan,82
U111945,Brazil,64
U111946,France,59
U111947,Australia,189
U111948,Brazil,83
U111949,Brazil,185
U111950,Australia,46
U111951,France,21
U111952,Spain,235
U111953,Germany,250
U111954,Canada,257
U111955,Australia,122
U111956,Japan,177
U111957,Japan,79
U111958,Canada,192
U111959,Japan,190
U111960,India,34
U111961,Brazil,81
U111962,Canada,212
U111963,Canada,270
U111964,Australia,119
U111965,UK,10
U111966,Germany,118
U111967,Germany,201
U111968,UK,63
U111969,Canada,66
U111970,Japan,242
U111971,UK,111
U111972,Spain,207
U111973,Japan,158
U111974,Spain,182
U111975,USA,299
U111976,Germany,208
U111977,Germany,172
U111978,Japan,164
U111979,Australia,22
U111980,Brazil,270
U111981,USA,20
U111982,Brazil,32
U111983,India,46
U111984,Japan,88
U111985,UK,189
U111986,Japan,241
U111987,Germany,146
U111988,Canada,262
U111989,Germany,205
U111990,India,166
U111991,Australia,86
U111992,Australia,94
U111993,Australia,191
U111994,Australia,10
U111995,Brazil,275
U111996,India,168
U111997,Australia,275
U111998,France,132
U111999,Germany,202
U112000,India,54
U112001,UK,81
U112002,Canada,62
U112003,Canada,100
U112004,Germany,176
U112005,India,42
U112006,Japan,111
U112007,Japan,275
U112008,Japan,22
U112009,Germany,94
U112010,Canada,50
U112011,Japan,100
U112012,Australia,131
U112013,Brazil,78
U112014,Germany,277
U112015,Australia,116
U112016,Germany,16
U112017,India,30
U112018,France,229
U112019,India,284
U112020,Spain,299
U112021,Japan,208
U112022,Brazil,202
U112023,UK,149
U112024,Spain,190
U112025,Australia,223
U112026,USA,73
U112027,Japan,50
U112028,Brazil,134
U112029,Spain,70
U112030,India,248
U112031,Australia,60
U112032,France,83
U112033,France,172
U112034,Canada,60
U112035,Germany,107
U112036,Japan,262
U112037,Brazil,270
U112038,USA,91
U112039,India,185
U112040,USA,281
U112041,Japan,275
U112042,Spain,135
U112043,USA,142
U112044,UK,252
U112045,France,177
U112046,France,160
U112047,Japan,232
U112048,Japan,61
U112049,Canada,16
U112050,USA,19
U112051,Spain,23
U112052,Japan,192
