user_id,primary_device,churned_id
U112797,Smart TV,1
U112798,Mobile,1
U112799,Tablet,0
U112800,Laptop,0
U112801,Laptop,0
U112802,Laptop,0
U112803,Tablet,0
U112804,Laptop,1
U112805,Tablet,0
U112806,Laptop,0
U112807,Smart TV,0
U112808,Smart TV,0
U112809,Mobile,0
U112810,Mobile,1
U112811,Smart TV,0
U112812,Smart TV,1
U112813,Mobile,0
U112814,Laptop,0
U112815,Smart TV,0
U112816,Laptop,0
U112817,Tablet,0
U112818,Mobile,0
U112819,Mobile,0
U112820,Laptop,0
U112821,Tablet,1
U112822,Tablet,1
U112823,Laptop,0
U112824,Mobile,0
U112825,Tablet,0
U112826,Laptop,1
U112827,Mobile,0
U112828,Smart TV,0
U112829,Laptop,0
U112830,Mobile,0
U112831,Laptop,0
U112832,Tablet,0
U112833,Tablet,0
U112834,Mobile,1
U112835,Smart TV,0
U112836,Laptop,0
U112837,Mobile,0
U112838,Mobile,0
U112839,Tablet,1
U112840,Tablet,0
U112841,Smart TV,0
U112842,Laptop,0
U112843,Smart TV,0
U112844,Laptop,1
U112845,Tablet,0
U112846,Laptop,0
U112847,Laptop,0
U112848,Tablet,0
U112849,Tablet,0
U112850,Smart TV,0
U112851,Mobile,0
U112852,Laptop,0
U112853,Laptop,0
U112854,Mobile,0
U112855,Laptop,0
U112856,Mobile,0
U112857,Mobile,0
U112858,Mobile,0
U112859,Tablet,0
U112860,Smart TV,0
U112861,Mobile,1
U112862,Mobile,0
U112863,Mobile,0
U112864,Laptop,0
U112865,Smart TV,0
U112866,Smart TV,0
U112867,Mobile,0
U112868,Tablet,0
U112869,Tablet,0
U112870,Laptop,0
U112871,Laptop,1
U112872,Tablet,0
U112873,Smart TV,1
U112874,Mobile,0
U112875,Tablet,1
U112876,Tablet,0
U112877,Smart TV,0
U112878,Smart TV,1
U112879,Smart TV,0
U112880,Smart TV,0
U112881,Smart TV,0
U112882,Laptop,0
U112883,Smart TV,0
U112884,Tablet,1
U112885,Tablet,0
U112886,Smart TV,0
U112887,Laptop,0
U112888,Tablet,0
U112889,Laptop,0
U112890,Laptop,1
U112891,Mobile,0
U112892,Laptop,0
U112893,Smart TV,0
U112894,Laptop,0
U112895,Mobile,0
U112896,Smart TV,0
U112897,Smart TV,0
U112898,Tablet,0
U112899,Smart TV,1
U112900,Mobile,1
U112901,Tablet,0
U112902,Laptop,0
U112903,Smart TV,0
U112904,Mobile,0
U112905,Laptop,0
U112906,Mobile,0
U112907,Smart TV,0
U112908,Mobile,0
U112909,Laptop,0
U112910,Tablet,0
U112911,Smart TV,0
U112912,Mobile,0
U112913,Tablet,0
U112914,Mobile,0
U112915,Laptop,0
U112916,Smart TV,0
U112917,Smart TV,0
U112918,Smart TV,0
U112919,Laptop,0
U112920,Laptop,0
U112921,Smart TV,0
U112922,Tablet,0
U112923,Smart TV,0
U112924,Mobile,0
U112925,Mobile,1
U112926,Laptop,0
U112927,Smart TV,0
U112928,Laptop,0
U112929,Laptop,0
U112930,Smart TV,0
U112931,Mobile,1
U112932,Mobile,0
U112933,Mobile,0
U112934,Smart TV,0
U112935,Laptop,1
U112936,Mobile,0
U112937,Tablet,0
U112938,Laptop,0
U112939,Smart TV,1
U112940,Mobile,1
U112941,Mobile,0
U112942,Mobile,0
U112943,Laptop,0
U112944,Tablet,0
U112945,Laptop,0
U112946,Smart TV,0
U112947,Laptop,0
U112948,Tablet,0
U112949,Laptop,0
U112950,Tablet,0
U112951,Laptop,0
U112952,Tablet,0
U112953,Tablet,0
U112954,Smart TV,1
U112955,Smart TV,0
U112956,Tablet,1
U112957,Tablet,0
U112958,Smart TV,0
U112959,Laptop,0
U112960,Tablet,0
U112961,Smart TV,1
U112962,Laptop,0
U112963,Tablet,0
U112964,Laptop,1
U112965,Tablet,0
U112966,Laptop,0
U112967,Laptop,0
U112968,Tablet,1
U112969,Laptop,0
U112970,Smart TV,1
U112971,Mobile,0
U112972,Smart TV,0
U112973,Mobile,0
U112974,Tablet,0
U112975,Smart TV,0
U112976,Tablet,0
U112977,Laptop,0
U112978,Tablet,0
U112979,Laptop,0
U112980,Laptop,0
U112981,Laptop,1
U112982,Tablet,1
U112983,Smart TV,0
U112984,Laptop,0
U112985,Laptop,0
U112986,Mobile,0
U112987,Laptop,0
U112988,Mobile,0
U112989,Mobile,0
U112990,Tablet,0
U112991,Mobile,0
U112992,Mobile,0
U112993,Tablet,1
U112994,Tablet,0
U112995,Tablet,0
U112996,Smart TV,0
U112997,Laptop,0
U112998,Tablet,0
U112999,Laptop,0
U113000,Smart TV,0
U113001,Mobile,0
U113002,Tablet,0
U113003,Laptop,0
U113004,Tablet,1
U113005,Smart TV,0
U113006,Smart TV,0
U113007,Tablet,0
U113008,Smart TV,0
U113009,Mobile,1
U113010,Smart TV,0
U113011,Laptop,1
U113012,Smart TV,0
U113013,Laptop,0
U113014,Laptop,0
U113015,Laptop,0
U113016,Smart TV,1
U113017,Mobile,1
U113018,Laptop,0
U113019,Mobile,1
U113020,Tablet,0
U113021,Mobile,0
U113022,Mobile,0
U113023,Laptop,0
U113024,Mobile,0
U113025,Smart TV,0
U113026,Tablet,0
U113027,Tablet,0
U113028,Mobile,1
U113029,Laptop,0
U113030,Tablet,0
U113031,Tablet,0
U113032,Tablet,1
U113033,Tablet,1
U113034,Smart TV,1
U113035,Laptop,0
U113036,Laptop,0
U113037,Laptop,1
U113038,Tablet,0
U113039,Mobile,0
U113040,Mobile,1
U113041,Mobile,0
U113042,Mobile,1
U113043,Laptop,1
U113044,Mobile,1
U113045,Tablet,1
U113046,Mobile,0
U113047,Mobile,0
U113048,Tablet,0
U113049,Laptop,0
U113050,Tablet,0
U113051,Tablet,0
U113052,Laptop,0
U113053,Mobile,0
U113054,Mobile,1
U113055,Mobile,0
U113056,Laptop,1
U113057,Laptop,0
U113058,Laptop,0
U113059,Mobile,0
U113060,Tablet,0
U113061,Mobile,0
U113062,Mobile,0
U113063,Laptop,0
U113064,Smart TV,0
U113065,Tablet,0
U113066,Mobile,0
U113067,Tablet,0
U113068,Laptop,1
U113069,Mobile,0
U113070,Mobile,0
U113071,Smart TV,0
U113072,Laptop,0
U113073,Tablet,0
U113074,Mobile,0
U113075,Smart TV,0
U113076,Laptop,0
U113077,Mobile,0
U113078,Mobile,1
U113079,Mobile,0
U113080,Laptop,0
U113081,Smart TV,0
U113082,Tablet,0
U113083,Smart TV,0
U113084,Smart TV,0
U113085,Laptop,0
U113086,Smart TV,0
U113087,Smart TV,1
U113088,Smart TV,0
U113089,Tablet,0
U113090,Smart TV,0
U113091,Laptop,0
U113092,Tablet,0
U113093,Mobile,0
U113094,Tablet,0
U113095,Mobile,0
U113096,Smart TV,0
U113097,Tablet,0
U113098,Tablet,0
U113099,Tablet,0
U113100,Laptop,0
U113101,Mobile,0
U113102,Tablet,0
U113103,Mobile,0
U113104,Tablet,0
U113105,Mobile,0
U113106,Laptop,0
U113107,Laptop,1
U113108,Smart TV,0
U113109,Tablet,1
U113110,Laptop,1
U113111,Laptop,0
U113112,Laptop,1
U113113,Tablet,0
U113114,Tablet,0
U113115,Tablet,1
U113116,Mobile,0
U113117,Laptop,0
U113118,Laptop,0
U113119,Smart TV,0
U113120,Smart TV,0
U113121,Smart TV,0
U113122,Laptop,0
U113123,Laptop,0
U113124,Laptop,0
U113125,Laptop,0
U113126,Laptop,0
U113127,Tablet,1
U113128,Laptop,0
U113129,Mobile,0
U113130,Laptop,0
U113131,Smart TV,1
U113132,Mobile,1
U113133,Mobile,0
U113134,Laptop,0
U113135,Laptop,0
U113136,Smart TV,0
U113137,Tablet,0
U113138,Tablet,0
U113139,Smart TV,0
U113140,Tablet,0
U113141,Mobile,1
U113142,Smart TV,1
U113143,Tablet,0
U113144,Smart TV,0
U113145,Smart TV,0
U113146,Tablet,0
U113147,Laptop,0
U113148,Smart TV,0
U113149,Smart TV,0
U113150,Mobile,0
U113151,Smart TV,0
U113152,Tablet,0
U113153,Smart TV,1
U113154,Smart TV,1
U113155,Mobile,0
U113156,Laptop,0
U113157,Laptop,0
U113158,Laptop,0
U113159,Mobile,0
U113160,Laptop,0
U113161,Smart TV,0
U113162,Mobile,1
U113163,Tablet,0
U113164,Smart TV,1
U113165,Tablet,0
U113166,Smart TV,0
U113167,Laptop,0
U113168,Mobile,0
U113169,Tablet,0
U113170,Tablet,0
U113171,Tablet,0
U113172,Mobile,1
U113173,Mobile,0
U113174,Tablet,1
U113175,Laptop,0
U113176,Smart TV,0
U113177,Tablet,0
U113178,Laptop,1
U113179,Mobile,0
U113180,Tablet,0
U113181,Tablet,0
U113182,Tablet,0
U113183,Smart TV,0
U113184,Laptop,0
U113185,Smart TV,0
U113186,Smart TV,1
U113187,Mobile,0
U113188,Laptop,0
U113189,Smart TV,0
U113190,Laptop,0
U113191,Mobile,0
U113192,Tablet,0
U113193,Mobile,0
U113194,Tablet,1
U113195,Smart TV,0
U113196,Mobile,0
U113197,Laptop,0
U113198,Smart TV,0
U113199,Tablet,1
U113200,Laptop,0
U113201,Tablet,0
U113202,Smart TV,0
U113203,Smart TV,0
U113204,Smart TV,0
U113205,Smart TV,0
U113206,Tablet,0
U113207,Smart TV,0
U113208,Mobile,0
U113209,Mobile,0
U113210,Laptop,0
U113211,Smart TV,1
U113212,Laptop,0
U113213,Smart TV,0
U113214,Laptop,0
U113215,Mobile,0
U113216,Mobile,0
U113217,Smart TV,0
U113218,Tablet,0
U113219,Laptop,1
U113220,Smart TV,0
U113221,Laptop,0
U113222,Laptop,0
U113223,Tablet,0
U113224,Smart TV,0
U113225,Laptop,0
U113226,Mobile,0
U113227,Smart TV,0
U113228,Smart TV,0
U113229,Mobile,0
U113230,Tablet,0
U113231,Smart TV,0
U113232,Tablet,0
U113233,Laptop,0
U113234,Tablet,1
U113235,Laptop,0
U113236,Laptop,1
U113237,Mobile,0
U113238,Tablet,0
U113239,Laptop,0
U113240,Laptop,0
U113241,Smart TV,0
U113242,Smart TV,1
U113243,Mobile,0
U113244,Tablet,0
U113245,Laptop,1
U113246,Laptop,0
U113247,Smart TV,0
U113248,Laptop,0
U113249,Smart TV,1
U113250,Tablet,0
U113251,Laptop,0
U113252,Laptop,1
U113253,Laptop,0
U113254,Tablet,1
U113255,Laptop,0
U113256,Mobile,0
U113257,Mobile,0
U113258,Smart TV,1
U113259,Mobile,0
U113260,Tablet,0
U113261,Tablet,0
U113262,Tablet,1
U113263,Smart TV,1
U113264,Tablet,0
U113265,Smart TV,0
U113266,Tablet,0
U113267,Smart TV,1
U113268,Tablet,0
U113269,Laptop,0
U113270,Mobile,0
U113271,Tablet,0
U113272,Tablet,0
U113273,Mobile,0
U113274,Smart TV,1
U113275,Tablet,0
U113276,Mobile,0
U113277,Laptop,0
U113278,Smart TV,0
U113279,Laptop,1
U113280,Smart TV,1
U113281,Laptop,1
U113282,Tablet,1
U113283,Mobile,1
U113284,Tablet,0
U113285,Mobile,0
U113286,Laptop,0
U113287,Tablet,0
U113288,Mobile,1
U113289,Laptop,1
U113290,Mobile,0
U113291,Tablet,1
U113292,Tablet,0
U113293,Mobile,0
U113294,Laptop,0
U113295,Laptop,0
U113296,Laptop,0
U113297,Smart TV,0
U113298,Laptop,0
U113299,Laptop,0
U113300,Smart TV,0
U113301,Mobile,0
U113302,Mobile,1
U113303,Tablet,0
U113304,Laptop,0
U113305,Mobile,0
U113306,Mobile,0
U113307,Tablet,0
U113308,Tablet,0
U113309,Mobile,1
U113310,Smart TV,0
U113311,Smart TV,0
U113312,Laptop,0
U113313,Smart TV,0
U113314,Mobile,0
U113315,Mobile,1
U113316,Mobile,1
U113317,Smart TV,1
U113318,Smart TV,1
U113319,Tablet,1
U113320,Tablet,0
U113321,Tablet,0
U113322,Tablet,0
U113323,Laptop,1
U113324,Tablet,0
U113325,Mobile,1
U113326,Mobile,0
U113327,Laptop,1
U113328,Laptop,0
U113329,Tablet,0
U113330,Mobile,0
U113331,Tablet,0
U113332,Tablet,0
U113333,Tablet,0
U113334,Smart TV,0
U113335,Tablet,1
U113336,Mobile,1
U113337,Laptop,1
U113338,Tablet,0
U113339,Laptop,0
U113340,Laptop,0
U113341,Tablet,0
U113342,Smart TV,0
U113343,Smart TV,1
U113344,Mobile,0
U113345,Mobile,0
U113346,Smart TV,0
U113347,Mobile,0
U113348,Mobile,1
U113349,Laptop,0
U113350,Smart TV,0
U113351,Tablet,1
U113352,Laptop,0
U113353,Tablet,0
U113354,Laptop,0
U113355,Smart TV,0
U113356,Tablet,1
U113357,Smart TV,0
U113358,Mobile,1
U113359,Tablet,0
U113360,Tablet,0
U113361,Mobile,0
U113362,Tablet,0
U113363,Smart TV,0
U113364,Tablet,1
U113365,Mobile,0
U113366,Mobile,1
U113367,Tablet,0
U113368,Mobile,0
U113369,Laptop,0
U113370,Tablet,0
U113371,Smart TV,0
U113372,Laptop,0
U113373,Mobile,0
U113374,Smart TV,0
U113375,Mobile,1
U113376,Smart TV,0
U113377,Mobile,0
U113378,Mobile,0
U113379,Mobile,1
U113380,Smart TV,0
U113381,Tablet,1
U113382,Laptop,0
U113383,Laptop,0
U113384,Smart TV,1
U113385,Smart TV,0
U113386,Smart TV,0
U113387,Mobile,0
U113388,Laptop,0
U113389,Smart TV,0
U113390,Mobile,0
U113391,Smart TV,0
U113392,Tablet,0
U113393,Tablet,0
U113394,Smart TV,0
U113395,Mobile,1
U113396,Mobile,0
U113397,Tablet,0
U113398,Smart TV,0
U113399,Mobile,1
U113400,Tablet,0
U113401,Mobile,0
U113402,Tablet,0
U113403,Smart TV,1
U113404,Mobile,0
U113405,Smart TV,1
U113406,Tablet,1
U113407,Laptop,0
U113408,Laptop,0
U113409,Tablet,0
U113410,Smart TV,1
U113411,Laptop,0
U113412,Tablet,0
U113413,Laptop,0
U113414,Laptop,0
U113415,Tablet,0
U113416,Laptop,0
U113417,Tablet,0
U113418,Tablet,1
U113419,Laptop,0
U113420,Mobile,0
U113421,Smart TV,0
U113422,Mobile,0
U113423,Mobile,0
U113424,Smart TV,0
U113425,Tablet,0
U113426,Smart TV,1
U113427,Laptop,0
U113428,Smart TV,0
U113429,Mobile,0
U113430,Laptop,0
U113431,Laptop,0
U113432,Tablet,0
U113433,Smart TV,0
U113434,Tablet,1
U113435,Mobile,1
U113436,Mobile,0
U113437,Mobile,1
U113438,Laptop,0
U113439,Tablet,0
U113440,Smart TV,0
U113441,Tablet,0
U113442,Smart TV,0
U113443,Mobile,0
U113444,Tablet,0
U113445,Mobile,0
U113446,Laptop,1
U113447,Smart TV,0
U113448,Tablet,0
U113449,Tablet,1
U113450,Mobile,0
U113451,Tablet,0
U113452,Smart TV,0
U113453,Tablet,1
U113454,Smart TV,1
U113455,Smart TV,0
U113456,Smart TV,0
U113457,Tablet,0
U113458,Laptop,0
U113459,Laptop,1
U113460,Laptop,0
U113461,Smart TV,0
U113462,Laptop,0
U113463,Smart TV,0
U113464,Smart TV,0
U113465,Laptop,0
U113466,Tablet,0
U113467,Tablet,0
U113468,Laptop,0
U113469,Mobile,0
U113470,Tablet,0
U113471,Mobile,1
U113472,Mobile,1
U113473,Mobile,1
U113474,Mobile,0
U113475,Mobile,0
U113476,Laptop,0
U113477,Laptop,1
U113478,Tablet,0
U113479,Tablet,0
U113480,Mobile,1
U113481,Laptop,0
U113482,Smart TV,0
U113483,Mobile,0
U113484,Mobile,0
U113485,Laptop,0
U113486,Smart TV,0
U113487,Laptop,0
U113488,Tablet,0
U113489,Smart TV,1
U113490,Tablet,0
U113491,Mobile,0
U113492,Mobile,0
U113493,Mobile,1
U113494,Tablet,0
U113495,Smart TV,0
U113496,Tablet,0
U113497,Tablet,0
U113498,Laptop,0
U113499,Mobile,1
U113500,Laptop,0
U113501,Mobile,0
U113502,Tablet,0
U113503,Laptop,0
U113504,Laptop,1
U113505,Tablet,0
U113506,Mobile,0
U113507,Laptop,0
U113508,Tablet,0
U113509,Tablet,1
U113510,Mobile,0
U113511,Tablet,0
U113512,Tablet,0
U113513,Laptop,0
U113514,Mobile,0
U113515,Mobile,0
U113516,Laptop,0
U113517,Smart TV,0
U113518,Smart TV,0
U113519,Smart TV,0
U113520,Smart TV,0
U113521,Smart TV,0
U113522,Smart TV,0
U113523,Mobile,0
U113524,Tablet,1
U113525,Laptop,0
U113526,Laptop,0
U113527,Mobile,0
U113528,Laptop,1
U113529,Tablet,0
U113530,Laptop,0
U113531,Laptop,0
U113532,Laptop,0
U113533,Smart TV,1
U113534,Mobile,0
U113535,Smart TV,0
U113536,Mobile,0
U113537,Tablet,0
U113538,Tablet,0
U113539,Mobile,1
U113540,Mobile,1
U113541,Smart TV,0
U113542,Laptop,0
U113543,Tablet,0
U113544,Tablet,0
U113545,Tablet,0
U113546,Smart TV,1
U113547,Smart TV,1
U113548,Mobile,0
U113549,Tablet,0
U113550,Laptop,0
U113551,Smart TV,0
U113552,Tablet,1
U113553,Smart TV,0
U113554,Tablet,1
U113555,Tablet,0
U113556,Laptop,0
U113557,Tablet,0
U113558,Mobile,0
U113559,Smart TV,0
U113560,Laptop,0
U113561,Tablet,0
U113562,Tablet,1
U113563,Mobile,0
U113564,Laptop,0
U113565,Smart TV,0
U113566,Tablet,0
U113567,Smart TV,0
U113568,Tablet,0
U113569,Mobile,0
U113570,Smart TV,0
U113571,Mobile,0
U113572,Smart TV,0
U113573,Smart TV,1
U113574,Tablet,1
U113575,Mobile,0
U113576,Smart TV,0
U113577,Laptop,0
U113578,Mobile,0
U113579,Laptop,0
U113580,Mobile,0
U113581,Tablet,0
U113582,Laptop,0
U113583,Tablet,0
U113584,Tablet,0
U113585,Mobile,0
U113586,Smart TV,0
U113587,Mobile,0
U113588,Tablet,0
U113589,Smart TV,0
U113590,Smart TV,1
U113591,Tablet,0
U113592,Laptop,0
U113593,Mobile,0
U113594,Mobile,0
U113595,Laptop,0
U113596,Tablet,0
U113597,Smart TV,1
U113598,Laptop,1
U113599,Mobile,1
U113600,Laptop,0
U113601,Tablet,0
U113602,Smart TV,0
U113603,Tablet,0
U113604,Tablet,1
U113605,Laptop,0
U113606,Laptop,0
U113607,Tablet,0
U113608,Tablet,0
U113609,Laptop,0
U113610,Smart TV,0
U113611,Tablet,0
U113612,Tablet,0
U113613,Mobile,0
U113614,Laptop,1
U113615,Smart TV,1
U113616,Mobile,0
U113617,Mobile,0
U113618,Smart TV,0
U113619,Tablet,0
U113620,Mobile,0
U113621,Smart TV,0
U113622,Laptop,0
U113623,Smart TV,0
U113624,Tablet,0
U113625,Laptop,1
U113626,Smart TV,0
U113627,Mobile,0
U113628,Smart TV,0
U113629,Laptop,0
U113630,Mobile,0
U113631,Tablet,0
U113632,Laptop,0
U113633,Mobile,0
U113634,Laptop,0
U113635,Laptop,0
U113636,Mobile,1
U113637,Mobile,1
U113638,Mobile,0
U113639,Tablet,0
U113640,Smart TV,0
U113641,Smart TV,0
U113642,Tablet,1
U113643,Laptop,1
U113644,Smart TV,1
U113645,Smart TV,0
U113646,Laptop,0
U113647,Tablet,1
U113648,Smart TV,0
U113649,Laptop,0
U113650,Laptop,0
U113651,Smart TV,0
U113652,Mobile,0
U113653,Smart TV,0
U113654,Laptop,0
U113655,Mobile,0
U113656,Tablet,1
U113657,Tablet,0
U113658,Laptop,1
U113659,Mobile,0
U113660,Smart TV,1
U113661,Laptop,1
U113662,Smart TV,0
U113663,Laptop,0
U113664,Mobile,0
U113665,Mobile,1
U113666,Laptop,1
U113667,Laptop,0
U113668,Tablet,0
U113669,Smart TV,0
U113670,Tablet,0
U113671,Tablet,1
U113672,Smart TV,0
U113673,Mobile,1
U113674,Tablet,0
U113675,Laptop,0
U113676,Smart TV,0
U113677,Mobile,0
U113678,Mobile,0
U113679,Mobile,1
U113680,Mobile,1
U113681,Smart TV,0
U113682,Mobile,0
U113683,Tablet,0
U113684,Laptop,0
U113685,Smart TV,0
U113686,Laptop,0
U113687,Laptop,0
U113688,Laptop,1
U113689,Tablet,0
U113690,Tablet,0
U113691,Smart TV,0
U113692,Mobile,0
U113693,Mobile,0
U113694,Mobile,0
U113695,Mobile,0
U113696,Mobile,0
U113697,Mobile,0
U113698,Laptop,0
U113699,Smart TV,1
U113700,Laptop,0
U113701,Tablet,0
U113702,Laptop,0
U113703,Tablet,0
U113704,Tablet,0
U113705,Tablet,0
U113706,Mobile,0
U113707,Mobile,1
U113708,Mobile,0
U113709,Tablet,0
U113710,Tablet,0
U113711,Mobile,1
U113712,Mobile,1
U113713,Tablet,0
U113714,Tablet,1
U113715,Mobile,1
U113716,Tablet,0
U113717,Smart TV,0
U113718,Smart TV,0
U113719,Mobile,0
U113720,Mobile,0
U113721,Tablet,0
U113722,Laptop,0
U113723,Smart TV,1
U113724,Laptop,0
U113725,Tablet,0
U113726,Laptop,0
U113727,Smart TV,1
U113728,Mobile,0
U113729,Mobile,0
U113730,Tablet,1
U113731,Smart TV,0
U113732,Mobile,1
U113733,Laptop,0
U113734,Mobile,0
U113735,Mobile,0
U113736,Mobile,1
U113737,Smart TV,0
U113738,Tablet,0
U113739,Tablet,0
U113740,Tablet,1
U113741,Mobile,0
U113742,Tablet,0
U113743,Mobile,0
U113744,Laptop,0
U113745,Laptop,1
U113746,Laptop,0
U113747,Tablet,0
U113748,Mobile,0
U113749,Laptop,0
U113750,Smart TV,0
U113751,Smart TV,0
U113752,Tablet,0
U113753,Laptop,0
U113754,Tablet,0
U113755,Mobile,0
U113756,Laptop,1
U113757,Tablet,0
U113758,Tablet,1
U113759,Smart TV,0
U113760,Mobile,0
U113761,Mobile,0
U113762,Mobile,0
U113763,Smart TV,0
U113764,Laptop,0
U113765,Tablet,0
U113766,Mobile,1
U113767,Smart TV,0
U113768,Smart TV,0
U113769,Smart TV,0
U113770,Laptop,0
U113771,Mobile,0
U113772,Laptop,1
U113773,Tablet,0
U113774,Laptop,0
U113775,Smart TV,0
U113776,Laptop,1
U113777,Tablet,0
U113778,Laptop,0
U113779,Laptop,1
U113780,Mobile,0
U113781,Tablet,0
U113782,Smart TV,0
U113783,Laptop,1
U113784,Laptop,0
U113785,Tablet,0
U113786,Mobile,1
U113787,Mobile,0
U113788,Smart TV,0
U113789,Tablet,0
U113790,Tablet,0
U113791,Laptop,0
U113792,Tablet,0
U113793,Mobile,1
U113794,Smart TV,1
U113795,Tablet,0
U113796,Mobile,0
U113797,Tablet,0
U113798,Smart TV,0
U113799,Mobile,0
U113800,Smart TV,0
U113801,Laptop,0
U113802,Tablet,0
U113803,Mobile,1
U113804,Smart TV,0
U113805,Tablet,0
U113806,Laptop,0
U113807,Mobile,0
U113808,Mobile,0
U113809,Tablet,1
U113810,Tablet,0
U113811,Tablet,0
U113812,Tablet,0
U113813,Mobile,0
U113814,Laptop,0
U113815,Laptop,0
U113816,Smart TV,0
U113817,Smart TV,0
U113818,Tablet,0
U113819,Tablet,1
U113820,Smart TV,1
U113821,Smart TV,0
U113822,Tablet,1
U113823,Mobile,0
U113824,Tablet,1
U113825,Tablet,0
U113826,Mobile,0
U113827,Mobile,0
U113828,Mobile,0
U113829,Smart TV,0
U113830,Tablet,0
U113831,Tablet,0
U113832,Tablet,1
U113833,Smart TV,0
U113834,Laptop,1
U113835,Tablet,0
U113836,Smart TV,0
U113837,Laptop,0
U113838,Smart TV,0
U113839,Laptop,0
U113840,Laptop,1
U113841,Mobile,0
U113842,Smart TV,0
U113843,Laptop,0
U113844,Laptop,1
U113845,Tablet,1
U113846,Smart TV,0
U113847,Smart TV,0
U113848,Mobile,0
U113849,Smart TV,0
U113850,Laptop,0
U113851,Tablet,0
U113852,Laptop,0
U113853,Laptop,1
U113854,Mobile,0
U113855,Laptop,0
U113856,Tablet,0
U113857,Smart TV,0
U113858,Mobile,0
U113859,Laptop,1
U113860,Laptop,1
U113861,Laptop,0
U113862,Tablet,0
U113863,Laptop,0
U113864,Laptop,0
U113865,Laptop,0
U113866,Laptop,0
U113867,Smart TV,0
U113868,Tablet,1
U113869,Smart TV,0
U113870,Smart TV,0
U113871,Laptop,0
U113872,Laptop,0
U113873,Tablet,0
U113874,Laptop,0
U113875,Laptop,1
U113876,Tablet,0
U113877,Laptop,0
U113878,Smart TV,0
U113879,Laptop,0
U113880,Tablet,0
U113881,Tablet,1
U113882,Smart TV,0
U113883,Smart TV,1
U113884,Laptop,0
U113885,Mobile,0
U113886,Mobile,1
U113887,Smart TV,0
U113888,Smart TV,0
U113889,Mobile,0
U113890,Tablet,1
U113891,Tablet,0
U113892,Tablet,0
U113893,Mobile,0
U113894,Mobile,1
U113895,Laptop,1
U113896,Mobile,1
U113897,Laptop,1
U113898,Laptop,1
U113899,Smart TV,0
U113900,Smart TV,0
U113901,Mobile,1
U113902,Smart TV,0
U113903,Tablet,0
U113904,Smart TV,0
U113905,Mobile,0
U113906,Mobile,1
U113907,Mobile,0
U113908,Smart TV,0
U113909,Tablet,1
U113910,Tablet,0
U113911,Smart TV,0
U113912,Laptop,0
U113913,Laptop,0
U113914,Tablet,1
U113915,Mobile,0
U113916,Mobile,0
U113917,Laptop,1
U113918,Mobile,1
U113919,Smart TV,0
U113920,Smart TV,0
U113921,Smart TV,0
U113922,Tablet,0
U113923,Mobile,0
U113924,Smart TV,0
U113925,Tablet,0
U113926,Mobile,0
U113927,Tablet,0
U113928,Mobile,0
U113929,Smart TV,0
U113930,Mobile,0
U113931,Laptop,0
U113932,Tablet,0
U113933,Mobile,0
U113934,Smart TV,0
U113935,Mobile,0
U113936,Laptop,1
U113937,Laptop,0
U113938,Tablet,0
U113939,Smart TV,0
U113940,Tablet,0
U113941,Mobile,1
U113942,Tablet,0
U113943,Smart TV,0
U113944,Mobile,0
U113945,Tablet,0
U113946,Laptop,0
U113947,Smart TV,0
U113948,Mobile,0
U113949,Mobile,0
U113950,Laptop,1
U113951,Tablet,0
U113952,Mobile,1
U113953,Tablet,1
U113954,Laptop,0
U113955,Laptop,0
U113956,Tablet,0
U113957,Laptop,1
U113958,Laptop,0
U113959,Smart TV,0
U113960,Tablet,1
U113961,Smart TV,0
U113962,Laptop,0
U113963,Mobile,0
U113964,Mobile,0
U113965,Laptop,0
U113966,Mobile,0
U113967,Mobile,0
U113968,Laptop,1
U113969,Smart TV,0
U113970,Tablet,0
U113971,Mobile,1
U113972,Tablet,1
U113973,Mobile,0
U113974,Mobile,1
U113975,Smart TV,0
U113976,Tablet,1
U113977,Tablet,0
U113978,Tablet,0
U113979,Smart TV,0
U113980,Mobile,0
U113981,Laptop,0
U113982,Mobile,0
U113983,Smart TV,0
U113984,Laptop,0
U113985,Laptop,1
U113986,Tablet,0
U113987,Smart TV,0
U113988,Mobile,0
U113989,Smart TV,1
U113990,Laptop,0
U113991,Tablet,1
U113992,Laptop,0
U113993,Smart TV,0
U113994,Tablet,1
U113995,Tablet,1
U113996,Mobile,0
U113997,Mobile,0
U113998,Mobile,0
U113999,Mobile,0
U114000,Laptop,1
U114001,Smart TV,1
U114002,Tablet,0
U114003,Tablet,0
U114004,Smart TV,0
U114005,Smart TV,0
U114006,Mobile,0
U114007,Laptop,0
U114008,Tablet,0
U114009,Smart TV,0
U114010,Mobile,0
U114011,Smart TV,0
U114012,Laptop,0
U114013,Tablet,1
U114014,Tablet,0
U114015,Smart TV,1
U114016,Mobile,0
U114017,Smart TV,0
U114018,Laptop,0
U114019,Smart TV,1
U114020,Tablet,0
U114021,Tablet,0
U114022,Mobile,0
U114023,Tablet,0
U114024,Mobile,0
U114025,Laptop,0
U114026,Smart TV,1
U114027,Mobile,0
U114028,Laptop,0
U114029,Tablet,0
U114030,Mobile,1
U114031,Laptop,0
U114032,Mobile,0
U114033,Mobile,0
U114034,Mobile,1
U114035,Laptop,1
U114036,Mobile,0
U114037,Tablet,0
U114038,Smart TV,0
U114039,Laptop,0
U114040,Laptop,0
U114041,Laptop,0
