user_id,favorite_genre,avg_watch_time_minutes,churned_id
U106062,Comedy,261,0
U106063,Thriller,113,0
U106064,Romance,175,0
U106065,Horror,104,1
U106066,Thriller,204,0
U106067,Drama,126,0
U106068,Thriller,67,1
U106069,Drama,62,0
U106070,Romance,276,0
U106071,Documentary,81,0
U106072,Thriller,135,1
U106073,Horror,218,1
U106074,Drama,51,0
U106075,Action,211,0
U106076,Documentary,155,0
U106077,Thriller,230,0
U106078,Documentary,57,0
U106079,Thriller,91,0
U106080,Horror,241,0
U106081,Documentary,232,0
U106082,Comedy,278,0
U106083,Comedy,72,1
U106084,Thriller,19,0
U106085,Action,17,0
U106086,Thriller,184,0
U106087,Romance,242,0
U106088,Comedy,171,0
U106089,Documentary,116,0
U106090,Documentary,169,0
U106091,Comedy,21,0
U106092,Drama,201,0
U106093,Documentary,118,0
U106094,Documentary,225,0
U106095,Comedy,79,0
U106096,Action,183,0
U106097,Documentary,174,0
U106098,Documentary,108,0
U106099,Sci-Fi,122,0
U106100,Thriller,293,0
U106101,Thriller,242,0
U106102,Thriller,130,0
U106103,Thriller,148,0
U106104,Romance,89,1
U106105,Thriller,194,1
U106106,Sci-Fi,75,1
U106107,Sci-Fi,162,0
U106108,Action,16,0
U106109,Romance,257,0
U106110,Drama,46,0
U106111,Comedy,108,0
U106112,Horror,291,0
U106113,Sci-Fi,217,0
U106114,Drama,235,1
U106115,Action,198,0
U106116,Thriller,51,0
U106117,Action,10,0
U106118,Horror,263,0
U106119,Drama,267,0
U106120,Documentary,272,1
U106121,Sci-Fi,269,1
U106122,Thriller,57,1
U106123,Romance,139,1
U106124,Drama,78,1
U106125,Thriller,79,1
U106126,Drama,24,1
U106127,Horror,85,0
U106128,Action,120,1
U106129,Thriller,25,0
U106130,Documentary,179,0
U106131,Sci-Fi,15,0
U106132,Thriller,80,0
U106133,Sci-Fi,294,0
U106134,Action,83,0
U106135,Sci-Fi,192,0
U106136,Drama,262,0
U106137,Romance,171,0
U106138,Thriller,72,0
U106139,Drama,192,0
U106140,Comedy,78,0
U106141,Action,182,0
U106142,Comedy,209,0
U106143,Action,251,0
U106144,Sci-Fi,85,0
U106145,Documentary,136,1
U106146,Sci-Fi,98,0
U106147,Romance,36,0
U106148,Thriller,172,0
U106149,Sci-Fi,217,0
U106150,Documentary,132,0
U106151,Drama,267,0
U106152,Sci-Fi,110,0
U106153,Romance,36,0
U106154,Documentary,70,0
U106155,Sci-Fi,259,0
U106156,Romance,271,0
U106157,Action,27,0
U106158,Horror,58,0
U106159,Thriller,180,0
U106160,Documentary,98,0
U106161,Sci-Fi,147,0
U106162,Sci-Fi,63,1
U106163,Horror,211,1
U106164,Sci-Fi,123,0
U106165,Romance,245,0
U106166,Thriller,231,1
U106167,Comedy,160,1
U106168,Comedy,82,0
U106169,Action,205,0
U106170,Documentary,52,0
U106171,Thriller,209,0
U106172,Thriller,81,1
U106173,Thriller,43,0
U106174,Sci-Fi,167,0
U106175,Comedy,21,0
U106176,Documentary,297,0
U106177,Romance,145,1
U106178,Action,29,1
U106179,Drama,199,1
U106180,Romance,173,0
U106181,Sci-Fi,200,0
U106182,Romance,225,0
U106183,Drama,278,0
U106184,Action,66,0
U106185,Action,177,0
U106186,Horror,101,1
U106187,Drama,237,0
U106188,Sci-Fi,156,1
U106189,Action,173,0
U106190,Sci-Fi,137,0
U106191,Romance,224,1
U106192,Horror,121,0
U106193,Action,26,0
U106194,Comedy,182,0
U106195,Action,238,0
U106196,Sci-Fi,16,0
U106197,Romance,175,1
U106198,Thriller,262,1
U106199,Horror,298,0
U106200,Romance,73,0
U106201,Drama,59,0
U106202,Romance,174,0
U106203,Thriller,199,0
U106204,Comedy,176,0
U106205,Action,279,0
U106206,Sci-Fi,103,0
U106207,Comedy,75,0
U106208,Horror,203,0
U106209,Romance,297,1
U106210,Documentary,132,0
U106211,Drama,171,0
U106212,Comedy,95,1
U106213,Horror,140,1
U106214,Documentary,52,1
U106215,Action,144,0
U106216,Action,284,0
U106217,Horror,205,0
U106218,Documentary,140,0
U106219,Action,296,1
U106220,Sci-Fi,25,0
U106221,Comedy,224,1
U106222,Romance,198,0
U106223,Horror,265,0
U106224,Horror,119,0
U106225,Documentary,155,0
U106226,Documentary,19,1
U106227,Horror,170,0
U106228,Documentary,297,0
U106229,Documentary,61,0
U106230,Sci-Fi,65,1
U106231,Romance,281,0
U106232,Sci-Fi,277,1
U106233,Horror,270,0
U106234,Documentary,56,1
U106235,Sci-Fi,298,0
U106236,Comedy,239,0
U106237,Action,267,1
U106238,Romance,160,0
U106239,Documentary,72,0
U106240,Romance,194,0
U106241,Thriller,142,0
U106242,Comedy,258,0
U106243,Documentary,94,0
U106244,Comedy,251,0
U106245,Thriller,32,1
U106246,Thriller,111,1
U106247,Sci-Fi,50,0
U106248,Documentary,33,0
U106249,Drama,110,0
U106250,Action,275,0
U106251,Documentary,187,0
U106252,Horror,250,0
U106253,Action,213,0
U106254,Action,116,0
U106255,Comedy,141,0
U106256,Romance,33,0
U106257,Documentary,290,0
U106258,Drama,23,0
U106259,Action,117,0
U106260,Action,141,0
U106261,Drama,13,0
U106262,Horror,285,0
U106263,Documentary,276,0
U106264,Drama,115,0
U106265,Sci-Fi,42,1
U106266,Sci-Fi,41,1
U106267,Horror,91,1
U106268,Documentary,230,0
U106269,Thriller,81,0
U106270,Sci-Fi,168,0
U106271,Drama,159,0
U106272,Action,200,0
U106273,Thriller,102,0
U106274,Romance,199,0
U106275,Drama,122,0
U106276,Drama,272,0
U106277,Sci-Fi,154,0
U106278,Thriller,180,0
U106279,Drama,18,0
U106280,Thriller,238,0
U106281,Comedy,213,0
U106282,Horror,24,0
U106283,Thriller,197,0
U106284,Action,269,0
U106285,Romance,175,0
U106286,Drama,198,1
U106287,Documentary,155,0
U106288,Sci-Fi,42,0
U106289,Horror,106,1
U106290,Thriller,46,0
U106291,Documentary,210,0
U106292,Action,19,0
U106293,Thriller,286,0
U106294,Thriller,205,0
U106295,Horror,221,1
U106296,Drama,181,0
U106297,Action,113,0
U106298,Comedy,27,0
U106299,Drama,41,0
U106300,Comedy,25,0
U106301,Action,284,0
U106302,Thriller,152,0
U106303,Horror,89,1
U106304,Comedy,18,1
U106305,Comedy,70,1
U106306,Action,216,0
U106307,Sci-Fi,46,1
U106308,Horror,197,0
U106309,Action,29,0
U106310,Thriller,143,0
U106311,Comedy,91,0
U106312,Documentary,131,1
U106313,Romance,131,0
U106314,Thriller,180,0
U106315,Sci-Fi,207,0
U106316,Horror,255,0
U106317,Drama,298,0
U106318,Documentary,153,0
U106319,Documentary,175,0
U106320,Horror,70,0
U106321,Action,135,0
U106322,Documentary,279,0
U106323,Horror,75,0
U106324,Action,26,0
U106325,Thriller,43,0
U106326,Sci-Fi,45,0
U106327,Horror,158,0
U106328,Romance,16,0
U106329,Action,247,0
U106330,Horror,30,0
U106331,Action,160,1
U106332,Action,48,0
U106333,Romance,32,0
U106334,Horror,153,0
U106335,Sci-Fi,288,0
U106336,Thriller,143,0
U106337,Thriller,201,1
U106338,Drama,283,0
U106339,Romance,142,1
U106340,Horror,75,0
U106341,Comedy,119,0
U106342,Sci-Fi,274,0
U106343,Documentary,11,0
U106344,Thriller,23,0
U106345,Sci-Fi,247,0
U106346,Romance,130,0
U106347,Documentary,171,0
U106348,Drama,276,0
U106349,Comedy,119,0
U106350,Comedy,193,0
U106351,Action,29,0
U106352,Sci-Fi,39,0
U106353,Drama,171,0
U106354,Sci-Fi,20,0
U106355,Drama,166,0
U106356,Comedy,195,1
U106357,Documentary,135,0
U106358,Drama,231,0
U106359,Horror,218,0
U106360,Comedy,97,1
U106361,Action,59,1
U106362,Horror,70,0
U106363,Thriller,209,0
U106364,Comedy,126,0
U106365,Drama,130,1
U106366,Documentary,107,0
U106367,Action,267,0
U106368,Horror,190,0
U106369,Romance,276,1
U106370,Documentary,38,0
U106371,Horror,221,1
U106372,Drama,177,0
U106373,Drama,227,0
U106374,Romance,238,0
U106375,Comedy,189,0
U106376,Comedy,147,0
U106377,Horror,161,0
U106378,Thriller,192,1
U106379,Drama,35,0
U106380,Thriller,260,0
U106381,Action,16,0
U106382,Documentary,84,1
U106383,Action,166,0
U106384,Romance,183,0
U106385,Action,211,0
U106386,Romance,169,0
U106387,Documentary,281,0
U106388,Horror,219,1
U106389,Action,179,0
U106390,Documentary,179,0
U106391,Romance,196,0
U106392,Thriller,87,0
U106393,Action,77,0
U106394,Romance,91,0
U106395,Documentary,41,0
U106396,Romance,273,0
U106397,Thriller,164,0
U106398,Horror,283,0
U106399,Sci-Fi,144,1
U106400,Drama,287,0
U106401,Thriller,126,1
U106402,Thriller,79,0
U106403,Sci-Fi,36,0
U106404,Comedy,251,0
U106405,Comedy,92,0
U106406,Romance,247,0
U106407,Sci-Fi,228,0
U106408,Horror,226,1
U106409,Documentary,296,1
U106410,Comedy,148,0
U106411,Drama,43,0
U106412,Drama,184,0
U106413,Horror,283,0
U106414,Sci-Fi,176,0
U106415,Comedy,91,0
U106416,Sci-Fi,269,1
U106417,Action,229,0
U106418,Drama,145,0
U106419,Romance,257,0
U106420,Thriller,229,1
U106421,Thriller,157,0
U106422,Sci-Fi,123,0
U106423,Thriller,67,0
U106424,Drama,78,0
U106425,Comedy,282,0
U106426,Drama,260,0
U106427,Comedy,106,0
U106428,Romance,10,0
U106429,Comedy,44,0
U106430,Sci-Fi,154,0
U106431,Drama,166,0
U106432,Thriller,21,1
U106433,Comedy,66,0
U106434,Thriller,145,0
U106435,Drama,149,0
U106436,Drama,184,0
U106437,Sci-Fi,240,0
U106438,Romance,202,0
U106439,Comedy,57,0
U106440,Sci-Fi,106,0
U106441,Comedy,275,0
U106442,Romance,111,1
U106443,Romance,163,0
U106444,Drama,248,0
U106445,Action,207,0
U106446,Documentary,165,0
U106447,Thriller,88,1
U106448,Drama,79,1
U106449,Thriller,181,0
U106450,Action,166,0
U106451,Horror,284,0
U106452,Action,292,0
U106453,Action,143,0
U106454,Romance,204,0
U106455,Sci-Fi,63,0
U106456,Romance,255,0
U106457,Documentary,257,1
U106458,Drama,50,0
U106459,Thriller,241,0
U106460,Sci-Fi,19,0
U106461,Documentary,280,0
U106462,Documentary,194,1
U106463,Action,187,1
U106464,Comedy,223,1
U106465,Documentary,162,0
U106466,Documentary,139,1
U106467,Action,272,0
U106468,Documentary,209,0
U106469,Romance,231,0
U106470,Documentary,78,0
U106471,Documentary,271,0
U106472,Thriller,264,1
U106473,Thriller,250,0
U106474,Drama,214,0
U106475,Comedy,175,1
U106476,Drama,144,0
U106477,Action,247,1
U106478,Drama,193,0
U106479,Horror,222,0
U106480,Action,153,0
U106481,Comedy,35,0
U106482,Drama,289,0
U106483,Sci-Fi,161,0
U106484,Thriller,249,0
U106485,Drama,272,0
U106486,Romance,56,1
U106487,Thriller,61,0
U106488,Drama,44,0
U106489,Sci-Fi,139,0
U106490,Action,45,0
U106491,Documentary,116,0
U106492,Documentary,160,0
U106493,Sci-Fi,279,0
U106494,Thriller,206,0
U106495,Documentary,159,1
U106496,Action,99,0
U106497,Comedy,96,0
U106498,Sci-Fi,14,0
U106499,Romance,156,0
U106500,Thriller,248,0
U106501,Horror,81,1
U106502,Sci-Fi,234,0
U106503,Comedy,15,0
U106504,Sci-Fi,167,1
U106505,Thriller,188,1
U106506,Documentary,211,0
U106507,Romance,67,1
U106508,Romance,216,0
U106509,Sci-Fi,230,0
U106510,Documentary,296,0
U106511,Comedy,218,1
U106512,Sci-Fi,296,0
U106513,Thriller,35,0
U106514,Action,10,0
U106515,Action,188,1
U106516,Romance,80,0
U106517,Romance,98,0
U106518,Drama,222,0
U106519,Documentary,48,1
U106520,Drama,102,0
U106521,Thriller,271,0
U106522,Horror,13,0
U106523,Action,122,0
U106524,Drama,112,1
U106525,Sci-Fi,13,0
U106526,Documentary,262,0
U106527,Romance,233,0
U106528,Sci-Fi,223,0
U106529,Horror,64,0
U106530,Romance,188,1
U106531,Drama,29,0
U106532,Action,117,0
U106533,Documentary,259,0
U106534,Comedy,210,0
U106535,Documentary,130,0
U106536,Drama,101,0
U106537,Drama,186,0
U106538,Drama,226,0
U106539,Horror,120,1
U106540,Thriller,182,0
U106541,Romance,183,0
U106542,Documentary,182,1
U106543,Thriller,36,0
U106544,Action,288,0
U106545,Drama,186,0
U106546,Horror,286,0
U106547,Action,11,0
U106548,Documentary,213,1
U106549,Documentary,125,0
U106550,Romance,35,0
U106551,Comedy,258,0
U106552,Sci-Fi,35,0
U106553,Thriller,127,0
U106554,Horror,223,1
U106555,Thriller,135,0
U106556,Drama,242,0
U106557,Documentary,110,0
U106558,Romance,273,0
U106559,Romance,227,1
U106560,Comedy,17,0
U106561,Sci-Fi,158,0
U106562,Documentary,277,1
U106563,Thriller,145,0
U106564,Thriller,18,1
U106565,Horror,72,0
U106566,Drama,262,0
U106567,Horror,50,0
U106568,Drama,165,0
U106569,Thriller,102,0
U106570,Action,60,1
U106571,Sci-Fi,114,0
U106572,Sci-Fi,74,0
U106573,Sci-Fi,269,0
U106574,Drama,74,0
U106575,Romance,56,0
U106576,Action,156,0
U106577,Action,36,0
U106578,Romance,80,0
U106579,Horror,173,0
U106580,Comedy,146,0
U106581,Action,150,0
U106582,Documentary,14,0
U106583,Drama,241,0
U106584,Comedy,135,0
U106585,Thriller,166,0
U106586,Action,97,0
U106587,Documentary,201,0
U106588,Romance,86,0
U106589,Sci-Fi,91,0
U106590,Sci-Fi,63,1
U106591,Action,279,0
U106592,Thriller,179,0
U106593,Drama,230,0
U106594,Romance,200,0
U106595,Comedy,132,0
U106596,Comedy,18,0
U106597,Thriller,254,1
U106598,Thriller,213,0
U106599,Action,79,0
U106600,Horror,72,0
U106601,Documentary,28,0
U106602,Horror,248,1
U106603,Thriller,28,0
U106604,Drama,87,0
U106605,Sci-Fi,103,1
U106606,Thriller,137,1
U106607,Documentary,260,0
U106608,Thriller,255,1
U106609,Documentary,27,0
U106610,Documentary,125,1
U106611,Comedy,64,0
U106612,Action,116,0
U106613,Thriller,138,0
U106614,Action,123,0
U106615,Drama,59,0
U106616,Sci-Fi,85,0
U106617,Sci-Fi,179,1
U106618,Action,117,1
U106619,Horror,120,1
U106620,Romance,268,0
U106621,Romance,236,0
U106622,Horror,184,0
U106623,Comedy,119,0
U106624,Thriller,133,0
U106625,Comedy,247,0
U106626,Sci-Fi,70,0
U106627,Romance,149,0
U106628,Action,96,0
U106629,Action,107,0
U106630,Thriller,262,0
U106631,Action,183,0
U106632,Horror,278,0
U106633,Action,86,0
U106634,Documentary,212,0
U106635,Thriller,122,1
U106636,Romance,137,1
U106637,Drama,239,1
U106638,Horror,28,0
U106639,Thriller,151,1
U106640,Drama,62,0
U106641,Romance,137,0
U106642,Romance,58,1
U106643,Thriller,203,1
U106644,Documentary,193,0
U106645,Romance,71,0
U106646,Drama,76,0
U106647,Sci-Fi,220,0
U106648,Horror,178,0
U106649,Action,202,0
U106650,Romance,76,0
U106651,Action,130,0
U106652,Documentary,295,0
U106653,Sci-Fi,194,1
U106654,Thriller,80,1
U106655,Thriller,74,1
U106656,Documentary,170,0
U106657,Sci-Fi,260,0
U106658,Comedy,124,0
U106659,Thriller,166,0
U106660,Romance,248,1
U106661,Drama,99,0
U106662,Drama,284,0
U106663,Sci-Fi,109,0
U106664,Thriller,187,0
U106665,Action,84,0
U106666,Documentary,218,1
U106667,Drama,245,1
U106668,Sci-Fi,18,0
U106669,Sci-Fi,126,0
U106670,Documentary,200,0
U106671,Romance,219,1
U106672,Romance,83,0
U106673,Comedy,11,0
U106674,Sci-Fi,246,0
U106675,Drama,149,0
U106676,Thriller,225,0
U106677,Drama,162,1
U106678,Drama,286,0
U106679,Sci-Fi,84,0
U106680,Action,218,0
U106681,Drama,34,0
U106682,Action,83,0
U106683,Drama,90,0
U106684,Sci-Fi,33,0
U106685,Comedy,58,0
U106686,Romance,240,0
U106687,Drama,44,0
U106688,Thriller,131,1
U106689,Documentary,11,0
U106690,Romance,206,0
U106691,Action,222,0
U106692,Action,107,0
U106693,Comedy,110,0
U106694,Romance,256,1
U106695,Documentary,250,0
U106696,Documentary,284,0
U106697,Comedy,84,0
U106698,Comedy,243,0
U106699,Horror,230,0
U106700,Thriller,284,0
U106701,Documentary,82,0
U106702,Documentary,120,0
U106703,Sci-Fi,72,0
U106704,Comedy,93,0
U106705,Comedy,252,0
U106706,Thriller,124,0
U106707,Action,16,1
U106708,Thriller,182,1
U106709,Drama,137,0
U106710,Romance,285,0
U106711,Sci-Fi,15,0
U106712,Sci-Fi,102,0
U106713,Action,235,1
U106714,Drama,230,0
U106715,Thriller,131,0
U106716,Documentary,121,0
U106717,Drama,40,0
U106718,Sci-Fi,144,0
U106719,Drama,39,0
U106720,Sci-Fi,172,0
U106721,Sci-Fi,196,0
U106722,Horror,177,0
U106723,Thriller,11,0
U106724,Horror,241,0
U106725,Sci-Fi,44,1
U106726,Documentary,252,0
U106727,Romance,215,0
U106728,Documentary,14,0
U106729,Comedy,24,0
U106730,Sci-Fi,43,0
U106731,Romance,213,0
U106732,Comedy,69,0
U106733,Romance,176,0
U106734,Documentary,160,0
U106735,Romance,217,1
U106736,Comedy,199,0
U106737,Action,136,0
U106738,Thriller,129,0
U106739,Action,35,0
U106740,Romance,60,1
U106741,Comedy,92,0
U106742,Romance,68,0
U106743,Sci-Fi,61,0
U106744,Documentary,270,0
U106745,Documentary,131,0
U106746,Documentary,234,0
U106747,Horror,295,1
U106748,Documentary,163,1
U106749,Sci-Fi,201,0
U106750,Action,61,1
U106751,Thriller,127,0
U106752,Drama,30,1
U106753,Thriller,283,0
U106754,Horror,204,0
U106755,Comedy,250,0
U106756,Horror,142,0
U106757,Drama,34,0
U106758,Sci-Fi,28,0
U106759,Drama,76,0
U106760,Documentary,195,0
U106761,Action,140,0
U106762,Horror,11,0
U106763,Thriller,216,0
U106764,Comedy,22,0
U106765,Drama,148,0
U106766,Comedy,191,0
U106767,Drama,62,1
U106768,Thriller,174,0
U106769,Action,23,1
U106770,Action,22,0
U106771,Thriller,102,0
U106772,Horror,179,0
U106773,Sci-Fi,288,0
U106774,Romance,92,0
U106775,Romance,236,0
U106776,Comedy,233,0
U106777,Horror,205,0
U106778,Romance,69,0
U106779,Romance,89,0
U106780,Sci-Fi,261,0
U106781,Horror,122,0
U106782,Drama,282,0
U106783,Sci-Fi,50,0
U106784,Documentary,181,0
U106785,Comedy,178,0
U106786,Documentary,102,0
U106787,Action,47,1
U106788,Comedy,296,0
U106789,Romance,58,0
U106790,Drama,133,0
U106791,Action,85,0
U106792,Documentary,288,0
U106793,Sci-Fi,266,0
U106794,Drama,254,0
U106795,Romance,295,0
U106796,Action,150,1
U106797,Action,218,0
U106798,Documentary,92,0
U106799,Comedy,123,0
U106800,Romance,146,0
U106801,Action,144,1
U106802,Horror,100,0
U106803,Action,33,0
U106804,Drama,46,0
U106805,Romance,213,0
U106806,Action,212,0
U106807,Documentary,123,1
U106808,Action,160,0
U106809,Documentary,56,0
U106810,Comedy,64,0
U106811,Documentary,203,0
U106812,Horror,279,1
U106813,Comedy,236,1
U106814,Action,122,0
U106815,Thriller,17,1
U106816,Thriller,96,0
U106817,Comedy,69,0
U106818,Thriller,139,0
U106819,Romance,88,0
U106820,Romance,201,1
U106821,Sci-Fi,20,1
U106822,Action,207,0
U106823,Action,226,0
U106824,Romance,72,0
U106825,Drama,152,0
U106826,Sci-Fi,71,0
U106827,Drama,65,1
U106828,Comedy,32,1
U106829,Drama,52,0
U106830,Drama,40,1
U106831,Romance,140,1
U106832,Drama,88,0
U106833,Comedy,206,1
U106834,Action,101,0
U106835,Comedy,73,0
U106836,Action,263,1
U106837,Comedy,76,0
U106838,Action,209,0
U106839,Horror,73,1
U106840,Comedy,135,0
U106841,Documentary,93,0
U106842,Thriller,83,0
U106843,Horror,57,0
U106844,Action,236,0
U106845,Drama,190,0
U106846,Thriller,130,0
U106847,Documentary,59,0
U106848,Documentary,151,0
U106849,Thriller,17,0
U106850,Sci-Fi,256,0
U106851,Action,220,0
U106852,Comedy,89,0
U106853,Documentary,23,0
U106854,Thriller,268,0
U106855,Action,33,0
U106856,Action,212,0
U106857,Action,171,1
U106858,Horror,114,0
U106859,Action,38,0
U106860,Comedy,110,0
U106861,Action,247,1
U106862,Drama,85,0
U106863,Action,88,1
U106864,Drama,128,0
U106865,Comedy,201,1
U106866,Thriller,187,0
U106867,Action,97,0
U106868,Documentary,209,0
U106869,Romance,260,0
U106870,Thriller,100,0
U106871,Action,165,0
U106872,Comedy,208,0
U106873,Documentary,104,0
U106874,Thriller,77,0
U106875,Comedy,187,0
U106876,Thriller,64,0
U106877,Drama,12,0
U106878,Drama,63,1
U106879,Drama,64,0
U106880,Sci-Fi,159,0
U106881,Sci-Fi,143,1
U106882,Drama,122,0
U106883,Action,234,0
U106884,Action,249,1
U106885,Horror,12,0
U106886,Thriller,274,1
U106887,Horror,298,0
U106888,Horror,226,1
U106889,Sci-Fi,209,0
U106890,Documentary,43,0
U106891,Romance,43,0
U106892,Documentary,288,0
U106893,Thriller,11,0
U106894,Action,95,0
U106895,Comedy,237,0
U106896,Horror,215,0
U106897,Documentary,277,1
U106898,Drama,189,0
U106899,Sci-Fi,171,0
U106900,Sci-Fi,191,0
U106901,Horror,91,0
U106902,Thriller,207,0
U106903,Documentary,72,1
U106904,Horror,245,1
U106905,Horror,193,0
U106906,Romance,52,0
U106907,Thriller,47,0
U106908,Comedy,285,0
U106909,Thriller,21,1
U106910,Horror,120,0
U106911,Drama,90,1
U106912,Horror,138,0
U106913,Horror,257,0
U106914,Documentary,117,0
U106915,Action,214,0
U106916,Action,31,0
U106917,Action,188,1
U106918,Thriller,200,0
U106919,Action,283,0
U106920,Sci-Fi,68,0
U106921,Sci-Fi,242,0
U106922,Comedy,109,0
U106923,Comedy,164,0
U106924,Drama,276,0
U106925,Drama,170,0
U106926,Sci-Fi,135,0
U106927,Action,47,0
U106928,Thriller,130,1
U106929,Thriller,46,0
U106930,Romance,207,0
U106931,Action,40,0
U106932,Documentary,20,0
U106933,Romance,11,1
U106934,Thriller,39,0
U106935,Drama,43,0
U106936,Drama,110,0
U106937,Sci-Fi,136,1
U106938,Drama,208,0
U106939,Drama,178,0
U106940,Romance,160,0
U106941,Thriller,111,0
U106942,Drama,117,0
U106943,Horror,20,1
U106944,Horror,13,0
U106945,Thriller,74,0
U106946,Documentary,281,0
U106947,Drama,179,1
U106948,Comedy,57,0
U106949,Action,18,0
U106950,Drama,21,0
U106951,Horror,59,0
U106952,Action,146,0
U106953,Comedy,195,0
U106954,Comedy,91,0
U106955,Comedy,219,0
U106956,Horror,70,0
U106957,Drama,109,1
U106958,Thriller,115,0
U106959,Documentary,280,0
U106960,Romance,198,0
U106961,Drama,163,0
U106962,Drama,274,1
U106963,Drama,204,0
U106964,Comedy,82,0
U106965,Drama,37,0
U106966,Drama,16,1
U106967,Action,150,1
U106968,Sci-Fi,226,1
U106969,Sci-Fi,165,0
U106970,Sci-Fi,50,0
U106971,Sci-Fi,264,0
U106972,Comedy,248,0
U106973,Sci-Fi,45,0
U106974,Comedy,248,1
U106975,Comedy,238,0
U106976,Drama,259,1
U106977,Romance,162,0
U106978,Documentary,163,0
U106979,Horror,44,0
U106980,Comedy,17,1
U106981,Comedy,183,1
U106982,Action,127,0
U106983,Documentary,223,0
U106984,Thriller,134,0
U106985,Action,29,0
U106986,Horror,82,0
U106987,Action,129,0
U106988,Thriller,112,1
U106989,Sci-Fi,83,0
U106990,Romance,276,0
U106991,Drama,51,0
U106992,Comedy,255,1
U106993,Thriller,181,1
U106994,Action,107,0
U106995,Drama,146,0
U106996,Drama,25,1
U106997,Documentary,195,0
U106998,Thriller,116,1
U106999,Documentary,241,0
U107000,Documentary,181,1
U107001,Romance,231,1
U107002,Thriller,59,0
U107003,Sci-Fi,174,0
U107004,Sci-Fi,40,0
U107005,Horror,128,0
U107006,Horror,181,0
U107007,Thriller,111,1
U107008,Drama,27,0
U107009,Thriller,59,1
U107010,Action,164,0
U107011,Thriller,59,0
U107012,Romance,19,0
U107013,Horror,247,1
U107014,Horror,162,0
U107015,Documentary,175,0
U107016,Drama,29,0
U107017,Romance,30,0
U107018,Romance,39,1
U107019,Documentary,72,0
U107020,Action,226,0
U107021,Thriller,80,0
U107022,Thriller,164,0
U107023,Drama,129,0
U107024,Horror,92,0
U107025,Comedy,265,0
U107026,Sci-Fi,10,1
U107027,Horror,212,0
U107028,Comedy,80,0
U107029,Horror,86,1
U107030,Romance,166,0
U107031,Comedy,78,0
U107032,Drama,21,0
U107033,Action,270,0
U107034,Drama,39,0
U107035,Comedy,49,1
U107036,Drama,211,0
U107037,Romance,124,0
U107038,Action,281,0
U107039,Action,60,0
U107040,Comedy,230,0
U107041,Horror,70,1
U107042,Romance,12,1
U107043,Comedy,160,0
U107044,Thriller,266,0
U107045,Romance,164,0
U107046,Romance,164,1
U107047,Romance,136,0
U107048,Action,75,0
U107049,Action,133,0
U107050,Drama,183,1
U107051,Horror,24,0
U107052,Comedy,225,0
U107053,Thriller,80,1
U107054,Comedy,164,0
U107055,Action,33,1
U107056,Romance,206,0
U107057,Horror,288,1
U107058,Horror,264,0
U107059,Documentary,204,0
U107060,Horror,152,1
U107061,Comedy,47,0
U107062,Romance,292,0
U107063,Action,78,0
U107064,Thriller,131,0
U107065,Drama,70,0
U107066,Documentary,252,0
U107067,Action,293,1
U107068,Horror,151,0
U107069,Drama,263,0
U107070,Thriller,52,0
U107071,Comedy,55,1
U107072,Comedy,108,0
U107073,Thriller,141,0
U107074,Comedy,41,0
U107075,Horror,114,0
U107076,Action,225,0
U107077,Documentary,292,0
U107078,Action,244,0
U107079,Horror,71,0
U107080,Thriller,136,1
U107081,Thriller,256,1
U107082,Romance,122,0
U107083,Thriller,237,0
U107084,Drama,98,0
U107085,Drama,86,0
U107086,Sci-Fi,225,0
U107087,Drama,145,1
U107088,Romance,179,0
U107089,Horror,61,0
U107090,Documentary,120,0
U107091,Action,47,0
U107092,Thriller,191,0
U107093,Comedy,73,0
U107094,Comedy,148,1
U107095,Action,119,0
U107096,Sci-Fi,239,0
U107097,Drama,91,0
U107098,Action,147,0
U107099,Thriller,133,0
U107100,Romance,113,0
U107101,Action,225,0
U107102,Documentary,153,0
U107103,Romance,212,0
U107104,Sci-Fi,17,0
U107105,Action,283,1
U107106,Comedy,59,0
U107107,Sci-Fi,169,0
U107108,Documentary,73,0
U107109,Sci-Fi,57,0
U107110,Action,101,0
U107111,Comedy,217,0
U107112,Drama,184,0
U107113,Romance,18,1
U107114,Sci-Fi,221,0
U107115,Action,68,0
U107116,Comedy,141,0
U107117,Sci-Fi,274,0
U107118,Romance,99,0
U107119,Thriller,269,1
U107120,Romance,64,0
U107121,Thriller,50,0
U107122,Documentary,270,1
U107123,Sci-Fi,236,0
U107124,Sci-Fi,274,0
U107125,Comedy,28,0
U107126,Horror,284,0
U107127,Horror,207,0
U107128,Horror,17,0
U107129,Documentary,178,0
U107130,Sci-Fi,133,0
U107131,Romance,127,0
U107132,Comedy,297,0
U107133,Sci-Fi,253,0
U107134,Documentary,173,1
U107135,Romance,43,0
U107136,Documentary,15,0
U107137,Comedy,20,0
U107138,Thriller,188,0
U107139,Sci-Fi,16,0
U107140,Romance,94,1
U107141,Documentary,250,0
U107142,Documentary,192,0
U107143,Romance,105,1
U107144,Romance,179,0
U107145,Action,31,0
U107146,Romance,206,0
U107147,Drama,136,1
U107148,Documentary,53,1
U107149,Action,242,0
U107150,Comedy,254,0
U107151,Action,39,0
U107152,Comedy,247,1
U107153,Drama,113,1
U107154,Thriller,266,0
U107155,Action,40,0
U107156,Thriller,114,0
U107157,Horror,249,0
U107158,Documentary,99,0
U107159,Comedy,188,0
