user_id,subscription_type,monthly_fee,account_age_months
U103288,Premium,7.99,7
U103289,Basic,7.99,17
U103290,Premium,7.99,43
U103291,Premium,12.99,4
U103292,Premium,15.99,33
U103293,Basic,7.99,16
U103294,Premium,7.99,24
U103295,Standard,7.99,47
U103296,Basic,7.99,21
U103297,Standard,15.99,29
U103298,Basic,12.99,50
U103299,Standard,15.99,15
U103300,Basic,15.99,28
U103301,Standard,7.99,52
U103302,Standard,15.99,18
U103303,Standard,12.99,8
U103304,Standard,7.99,54
U103305,Standard,15.99,9
U103306,Standard,12.99,59
U103307,Standard,15.99,46
U103308,Premium,15.99,44
U103309,Premium,12.99,6
U103310,Standard,12.99,34
U103311,Standard,12.99,3
U103312,Standard,15.99,18
U103313,Premium,7.99,19
U103314,Standard,15.99,51
U103315,Standard,15.99,9
U103316,Standard,7.99,13
U103317,Basic,15.99,40
U103318,Standard,12.99,5
U103319,Basic,12.99,47
U103320,Standard,7.99,39
U103321,Basic,12.99,36
U103322,Standard,12.99,24
U103323,Standard,7.99,37
U103324,Basic,7.99,44
U103325,Premium,12.99,46
U103326,Basic,15.99,44
U103327,Basic,12.99,11
U103328,Basic,15.99,42
U103329,Basic,15.99,46
U103330,Basic,7.99,10
U103331,Basic,12.99,3
U103332,Standard,15.99,17
U103333,Basic,15.99,51
U103334,Standard,7.99,51
U103335,Standard,12.99,5
U103336,Premium,15.99,37
U103337,Premium,12.99,55
U103338,Premium,12.99,35
U103339,Standard,12.99,40
U103340,Standard,12.99,18
U103341,Standard,7.99,27
U103342,Premium,7.99,26
U103343,Premium,7.99,57
U103344,Premium,7.99,31
U103345,Premium,15.99,13
U103346,Basic,12.99,16
U103347,Premium,12.99,50
U103348,Premium,7.99,22
U103349,Standard,12.99,16
U103350,Basic,7.99,8
U103351,Basic,15.99,32
U103352,Basic,12.99,18
U103353,Standard,7.99,33
U103354,Premium,7.99,45
U103355,Basic,7.99,46
U103356,Standard,12.99,45
U103357,Basic,7.99,38
U103358,Premium,12.99,30
U103359,Premium,15.99,53
U103360,Basic,12.99,42
U103361,Basic,7.99,13
U103362,Standard,12.99,13
U103363,Standard,15.99,4
U103364,Standard,15.99,40
U103365,Standard,15.99,58
U103366,Basic,12.99,42
U103367,Premium,12.99,6
U103368,Premium,7.99,46
U103369,Standard,12.99,37
U103370,Basic,12.99,15
U103371,Standard,7.99,27
U103372,Premium,12.99,32
U103373,Standard,7.99,53
U103374,Basic,12.99,58
U103375,Basic,7.99,7
U103376,Premium,7.99,31
U103377,Basic,12.99,24
U103378,Standard,12.99,2
U103379,Standard,12.99,8
U103380,Standard,7.99,52
U103381,Standard,12.99,7
U103382,Premium,12.99,49
U103383,Standard,7.99,53
U103384,Premium,7.99,1
U103385,Basic,12.99,38
U103386,Basic,12.99,8
U103387,Standard,7.99,53
U103388,Basic,15.99,4
U103389,Standard,12.99,30
U103390,Premium,15.99,57
U103391,Basic,12.99,19
U103392,Standard,12.99,37
U103393,Standard,7.99,20
U103394,Standard,15.99,45
U103395,Premium,7.99,44
U103396,Basic,15.99,53
U103397,Basic,12.99,13
U103398,Basic,12.99,32
U103399,Premium,15.99,54
U103400,Premium,7.99,51
U103401,Premium,12.99,2
U103402,Premium,15.99,13
U103403,Basic,7.99,8
U103404,Standard,15.99,32
U103405,Standard,12.99,48
U103406,Standard,12.99,14
U103407,Basic,7.99,21
U103408,Standard,15.99,33
U103409,Standard,12.99,36
U103410,Premium,15.99,21
U103411,Standard,12.99,59
U103412,Standard,15.99,6
U103413,Standard,12.99,5
U103414,Standard,15.99,48
U103415,Basic,12.99,30
U103416,Premium,7.99,28
U103417,Basic,15.99,37
U103418,Standard,7.99,41
U103419,Premium,7.99,12
U103420,Basic,12.99,58
U103421,Standard,7.99,41
U103422,Premium,7.99,11
U103423,Premium,15.99,6
U103424,Standard,15.99,20
U103425,Basic,15.99,27
U103426,Basic,12.99,29
U103427,Standard,7.99,9
U103428,Basic,7.99,40
U103429,Basic,7.99,48
U103430,Premium,15.99,7
U103431,Standard,15.99,21
U103432,Standard,7.99,18
U103433,Standard,12.99,15
U103434,Standard,7.99,2
U103435,Basic,15.99,33
U103436,Basic,15.99,50
U103437,Standard,7.99,11
U103438,Standard,12.99,53
U103439,Premium,12.99,55
U103440,Standard,15.99,6
U103441,Premium,12.99,13
U103442,Premium,15.99,44
U103443,Basic,7.99,58
U103444,Standard,7.99,17
U103445,Standard,7.99,41
U103446,Standard,7.99,25
U103447,Basic,12.99,5
U103448,Basic,7.99,14
U103449,Standard,7.99,53
U103450,Premium,15.99,45
U103451,Standard,12.99,29
U103452,Standard,7.99,52
U103453,Standard,7.99,30
U103454,Premium,15.99,12
U103455,Basic,12.99,27
U103456,Basic,7.99,31
U103457,Standard,15.99,47
U103458,Standard,15.99,29
U103459,Basic,15.99,27
U103460,Standard,7.99,5
U103461,Basic,15.99,9
U103462,Basic,7.99,26
U103463,Premium,15.99,54
U103464,Basic,15.99,27
U103465,Basic,12.99,15
U103466,Premium,15.99,15
U103467,Standard,12.99,34
U103468,Standard,7.99,14
U103469,Basic,12.99,2
U103470,Standard,12.99,46
U103471,Basic,7.99,6
U103472,Basic,15.99,47
U103473,Premium,15.99,51
U103474,Basic,7.99,16
U103475,Standard,15.99,9
U103476,Standard,7.99,44
U103477,Standard,12.99,51
U103478,Standard,7.99,16
U103479,Basic,15.99,44
U103480,Standard,7.99,22
U103481,Premium,15.99,19
U103482,Premium,15.99,56
U103483,Premium,15.99,8
U103484,Premium,7.99,44
U103485,Basic,15.99,45
U103486,Premium,15.99,21
U103487,Premium,7.99,3
U103488,Standard,7.99,15
U103489,Premium,12.99,2
U103490,Basic,12.99,22
U103491,Premium,15.99,17
U103492,Standard,15.99,58
U103493,Premium,15.99,16
U103494,Standard,12.99,47
U103495,Standard,15.99,44
U103496,Basic,12.99,14
U103497,Basic,12.99,49
U103498,Standard,12.99,41
U103499,Standard,12.99,5
U103500,Basic,7.99,55
U103501,Basic,7.99,21
U103502,Premium,15.99,16
U103503,Basic,15.99,31
U103504,Premium,7.99,32
U103505,Standard,15.99,16
U103506,Standard,7.99,56
U103507,Basic,7.99,9
U103508,Basic,15.99,37
U103509,Standard,12.99,48
U103510,Premium,12.99,9
U103511,Standard,12.99,21
U103512,Premium,7.99,56
U103513,Standard,15.99,8
U103514,Premium,15.99,24
U103515,Basic,12.99,16
U103516,Basic,15.99,31
U103517,Basic,7.99,20
U103518,Premium,15.99,5
U103519,Premium,15.99,50
U103520,Premium,15.99,45
U103521,Standard,12.99,2
U103522,Premium,7.99,3
U103523,Standard,15.99,58
U103524,Basic,15.99,32
U103525,Premium,12.99,25
U103526,Basic,12.99,35
U103527,Standard,7.99,30
U103528,Premium,12.99,15
U103529,Standard,7.99,29
U103530,Basic,12.99,2
U103531,Standard,15.99,6
U103532,Standard,12.99,29
U103533,Standard,15.99,36
U103534,Premium,15.99,58
U103535,Basic,15.99,22
U103536,Standard,15.99,6
U103537,Basic,12.99,29
U103538,Standard,7.99,17
U103539,Premium,12.99,32
U103540,Standard,12.99,18
U103541,Basic,12.99,25
U103542,Standard,15.99,18
U103543,Standard,7.99,42
U103544,Standard,15.99,46
U103545,Basic,7.99,11
U103546,Basic,12.99,5
U103547,Basic,12.99,54
U103548,Premium,12.99,27
U103549,Standard,15.99,44
U103550,Premium,7.99,46
U103551,Premium,7.99,6
U103552,Premium,12.99,11
U103553,Standard,12.99,40
U103554,Premium,15.99,29
U103555,Basic,12.99,32
U103556,Standard,12.99,4
U103557,Premium,7.99,5
U103558,Premium,15.99,18
U103559,Premium,12.99,57
U103560,Basic,15.99,8
U103561,Standard,15.99,23
U103562,Premium,7.99,38
U103563,Standard,15.99,43
U103564,Standard,15.99,12
U103565,Standard,7.99,21
U103566,Premium,15.99,22
U103567,Basic,12.99,32
U103568,Basic,12.99,58
U103569,Standard,12.99,28
U103570,Basic,12.99,18
U103571,Basic,12.99,53
U103572,Basic,12.99,3
U103573,Premium,15.99,30
U103574,Standard,7.99,13
U103575,Basic,15.99,1
U103576,Standard,12.99,35
U103577,Premium,15.99,39
U103578,Premium,15.99,26
U103579,Premium,15.99,17
U103580,Standard,15.99,50
U103581,Basic,7.99,32
U103582,Premium,12.99,22
U103583,Standard,15.99,48
U103584,Basic,7.99,39
U103585,Basic,12.99,25
U103586,Premium,7.99,48
U103587,Standard,12.99,32
U103588,Basic,12.99,24
U103589,Premium,15.99,56
U103590,Basic,7.99,59
U103591,Standard,12.99,8
U103592,Premium,12.99,44
U103593,Premium,7.99,53
U103594,Standard,15.99,30
U103595,Premium,15.99,13
U103596,Standard,12.99,23
U103597,Standard,15.99,59
U103598,Basic,7.99,53
U103599,Basic,12.99,57
U103600,Premium,12.99,37
U103601,Basic,15.99,13
U103602,Standard,15.99,30
U103603,Standard,7.99,6
U103604,Standard,15.99,30
U103605,Standard,7.99,34
U103606,Premium,12.99,47
U103607,Standard,7.99,17
U103608,Standard,7.99,24
U103609,Standard,15.99,9
U103610,Basic,15.99,54
U103611,Premium,15.99,19
U103612,Standard,12.99,31
U103613,Basic,15.99,43
U103614,Basic,7.99,25
U103615,Premium,7.99,33
U103616,Basic,7.99,38
U103617,Basic,12.99,59
U103618,Standard,15.99,55
U103619,Premium,12.99,50
U103620,Basic,12.99,37
U103621,Basic,7.99,57
U103622,Basic,15.99,46
U103623,Standard,7.99,35
U103624,Standard,12.99,32
U103625,Premium,7.99,22
U103626,Basic,7.99,3
U103627,Basic,15.99,11
U103628,Basic,12.99,24
U103629,Standard,12.99,34
U103630,Standard,7.99,30
U103631,Standard,12.99,15
U103632,Basic,7.99,11
U103633,Basic,15.99,20
U103634,Standard,7.99,24
U103635,Premium,12.99,10
U103636,Basic,15.99,39
U103637,Basic,15.99,59
U103638,Premium,12.99,35
U103639,Standard,12.99,42
U103640,Standard,15.99,31
U103641,Basic,12.99,27
U103642,Premium,15.99,5
U103643,Premium,12.99,12
U103644,Premium,7.99,34
U103645,Standard,15.99,11
U103646,Standard,12.99,29
U103647,Basic,12.99,27
U103648,Basic,15.99,56
U103649,Standard,15.99,43
U103650,Premium,7.99,16
U103651,Premium,12.99,15
U103652,Standard,12.99,13
U103653,Basic,7.99,33
U103654,Basic,7.99,5
U103655,Premium,7.99,30
U103656,Basic,7.99,50
U103657,Premium,15.99,50
U103658,Premium,7.99,49
U103659,Premium,15.99,26
U103660,Basic,15.99,9
U103661,Basic,7.99,5
U103662,Standard,15.99,35
U103663,Standard,15.99,39
U103664,Standard,7.99,55
U103665,Standard,12.99,59
U103666,Premium,12.99,40
U103667,Standard,12.99,1
U103668,Standard,15.99,39
U103669,Standard,12.99,3
U103670,Basic,15.99,9
U103671,Standard,12.99,26
U103672,Premium,15.99,2
U103673,Standard,7.99,28
U103674,Premium,15.99,20
U103675,Premium,12.99,26
U103676,Standard,7.99,14
U103677,Premium,12.99,2
U103678,Standard,15.99,58
U103679,Premium,7.99,52
U103680,Standard,7.99,21
U103681,Standard,12.99,59
U103682,Basic,7.99,19
U103683,Standard,12.99,46
U103684,Standard,15.99,56
U103685,Standard,15.99,15
U103686,Basic,7.99,32
U103687,Standard,12.99,36
U103688,Premium,15.99,14
U103689,Basic,12.99,35
U103690,Standard,7.99,9
U103691,Premium,7.99,52
U103692,Basic,7.99,34
U103693,Standard,12.99,37
U103694,Premium,12.99,31
U103695,Basic,7.99,25
U103696,Standard,12.99,41
U103697,Premium,12.99,44
U103698,Basic,12.99,10
U103699,Basic,7.99,34
U103700,Standard,15.99,49
U103701,Basic,12.99,55
U103702,Premium,15.99,15
U103703,Standard,15.99,47
U103704,Standard,12.99,2
U103705,Basic,12.99,38
U103706,Standard,15.99,26
U103707,Basic,15.99,42
U103708,Premium,7.99,35
U103709,Basic,12.99,45
U103710,Standard,15.99,32
U103711,Basic,12.99,52
U103712,Standard,12.99,32
U103713,Standard,7.99,52
U103714,Premium,7.99,51
U103715,Premium,7.99,43
U103716,Basic,15.99,28
U103717,Standard,15.99,55
U103718,Basic,15.99,44
U103719,Standard,15.99,58
U103720,Standard,15.99,27
U103721,Premium,15.99,15
U103722,Standard,12.99,59
U103723,Basic,12.99,54
U103724,Standard,12.99,24
U103725,Premium,12.99,21
U103726,Standard,15.99,1
U103727,Premium,15.99,21
U103728,Basic,15.99,23
U103729,Basic,15.99,22
U103730,Basic,7.99,50
U103731,Premium,7.99,31
U103732,Standard,7.99,58
U103733,Premium,7.99,50
U103734,Standard,12.99,29
U103735,Standard,7.99,39
U103736,Standard,7.99,47
U103737,Standard,7.99,1
U103738,Basic,15.99,1
U103739,Standard,15.99,50
U103740,Standard,15.99,18
U103741,Standard,7.99,41
U103742,Basic,12.99,49
U103743,Basic,15.99,11
U103744,Standard,7.99,47
U103745,Standard,12.99,44
U103746,Basic,15.99,53
U103747,Basic,7.99,37
U103748,Premium,7.99,6
U103749,Premium,7.99,52
U103750,Standard,7.99,12
U103751,Standard,15.99,35
U103752,Standard,12.99,41
U103753,Standard,12.99,41
U103754,Premium,7.99,8
U103755,Premium,7.99,43
U103756,Basic,15.99,1
U103757,Premium,12.99,43
U103758,Basic,12.99,2
U103759,Standard,15.99,35
U103760,Premium,7.99,34
U103761,Premium,15.99,42
U103762,Premium,12.99,16
U103763,Premium,15.99,42
U103764,Standard,12.99,8
U103765,Premium,15.99,6
U103766,Premium,12.99,40
U103767,Standard,12.99,4
U103768,Standard,7.99,23
U103769,Basic,12.99,14
U103770,Premium,7.99,25
U103771,Premium,7.99,58
U103772,Standard,7.99,36
U103773,Standard,15.99,34
U103774,Standard,7.99,38
U103775,Premium,12.99,12
U103776,Premium,15.99,52
U103777,Standard,7.99,21
U103778,Basic,12.99,45
U103779,Standard,12.99,58
U103780,Standard,12.99,15
U103781,Standard,15.99,45
U103782,Basic,15.99,17
U103783,Premium,15.99,50
U103784,Standard,15.99,24
U103785,Standard,12.99,55
U103786,Standard,12.99,28
U103787,Basic,12.99,31
U103788,Premium,7.99,44
U103789,Standard,12.99,31
U103790,Basic,15.99,21
U103791,Premium,15.99,33
U103792,Basic,12.99,10
U103793,Premium,12.99,2
U103794,Premium,7.99,53
U103795,Basic,12.99,11
U103796,Premium,12.99,56
U103797,Basic,12.99,15
U103798,Premium,15.99,49
U103799,Premium,7.99,25
U103800,Standard,15.99,34
U103801,Standard,15.99,23
U103802,Standard,12.99,43
U103803,Premium,15.99,28
U103804,Basic,12.99,4
U103805,Standard,15.99,3
U103806,Basic,7.99,14
U103807,Premium,7.99,29
U103808,Standard,7.99,52
U103809,Standard,7.99,58
U103810,Standard,15.99,21
U103811,Premium,7.99,17
U103812,Basic,7.99,6
U103813,Standard,7.99,45
U103814,Standard,7.99,53
U103815,Basic,15.99,50
U103816,Standard,12.99,48
U103817,Standard,15.99,5
U103818,Standard,15.99,1
U103819,Basic,12.99,10
U103820,Standard,7.99,5
U103821,Basic,7.99,28
U103822,Standard,7.99,32
U103823,Basic,7.99,7
U103824,Standard,12.99,42
U103825,Standard,12.99,2
U103826,Premium,12.99,22
U103827,Premium,15.99,28
U103828,Premium,7.99,54
U103829,Basic,7.99,33
U103830,Basic,12.99,39
U103831,Standard,12.99,31
U103832,Premium,15.99,34
U103833,Standard,7.99,10
U103834,Standard,12.99,28
U103835,Standard,12.99,24
U103836,Basic,12.99,14
U103837,Basic,7.99,58
U103838,Basic,12.99,36
U103839,Standard,12.99,2
U103840,Standard,7.99,51
U103841,Basic,15.99,54
U103842,Premium,12.99,34
U103843,Basic,12.99,35
U103844,Standard,7.99,48
U103845,Standard,12.99,43
U103846,Basic,15.99,53
U103847,Standard,7.99,11
U103848,Premium,7.99,52
U103849,Standard,7.99,32
U103850,Premium,7.99,38
U103851,Premium,15.99,36
U103852,Premium,12.99,47
U103853,Standard,12.99,42
U103854,Basic,15.99,17
U103855,Standard,12.99,21
U103856,Premium,12.99,31
U103857,Basic,15.99,5
U103858,Standard,12.99,22
U103859,Basic,12.99,53
U103860,Premium,12.99,29
U103861,Standard,7.99,1
U103862,Basic,15.99,30
U103863,Standard,15.99,26
U103864,Standard,12.99,22
U103865,Premium,7.99,10
U103866,Basic,12.99,13
U103867,Premium,15.99,25
U103868,Standard,15.99,57
U103869,Premium,12.99,15
U103870,Standard,7.99,1
U103871,Standard,7.99,11
U103872,Standard,15.99,44
U103873,Basic,7.99,49
U103874,Premium,7.99,35
U103875,Premium,12.99,13
U103876,Premium,15.99,19
U103877,Standard,7.99,48
U103878,Premium,7.99,12
U103879,Standard,12.99,9
U103880,Basic,12.99,20
U103881,Premium,12.99,18
U103882,Premium,15.99,52
U103883,Premium,12.99,25
U103884,Premium,12.99,6
U103885,Basic,12.99,5
U103886,Standard,7.99,38
U103887,Standard,12.99,47
U103888,Basic,7.99,12
U103889,Premium,12.99,55
U103890,Standard,15.99,2
U103891,Premium,7.99,3
U103892,Standard,12.99,26
U103893,Standard,7.99,51
U103894,Standard,7.99,31
U103895,Standard,7.99,6
U103896,Basic,15.99,30
U103897,Standard,15.99,32
U103898,Basic,12.99,18
U103899,Premium,15.99,39
U103900,Basic,12.99,9
U103901,Standard,7.99,35
U103902,Basic,7.99,9
U103903,Premium,12.99,44
U103904,Basic,15.99,6
U103905,Premium,7.99,35
U103906,Basic,15.99,4
U103907,Basic,7.99,30
U103908,Basic,15.99,45
U103909,Basic,7.99,26
U103910,Standard,12.99,10
U103911,Standard,7.99,6
U103912,Basic,15.99,31
U103913,Basic,7.99,26
U103914,Standard,15.99,7
U103915,Basic,12.99,8
U103916,Premium,15.99,55
U103917,Premium,7.99,21
U103918,Standard,7.99,38
U103919,Premium,7.99,48
U103920,Basic,12.99,33
U103921,Premium,15.99,16
U103922,Basic,15.99,3
U103923,Basic,15.99,56
U103924,Premium,15.99,3
U103925,Basic,7.99,35
U103926,Premium,15.99,23
U103927,Standard,15.99,12
U103928,Standard,15.99,24
U103929,Premium,7.99,37
U103930,Premium,7.99,55
U103931,Premium,7.99,13
U103932,Basic,12.99,15
U103933,Basic,7.99,7
U103934,Basic,15.99,24
U103935,Premium,12.99,50
U103936,Premium,7.99,44
U103937,Premium,12.99,13
U103938,Standard,7.99,53
U103939,Basic,15.99,19
U103940,Basic,12.99,3
U103941,Basic,12.99,5
U103942,Standard,15.99,50
U103943,Standard,15.99,37
U103944,Premium,15.99,43
U103945,Standard,7.99,52
U103946,Premium,15.99,10
U103947,Premium,7.99,48
U103948,Premium,15.99,56
U103949,Standard,15.99,49
U103950,Basic,7.99,20
U103951,Standard,7.99,16
U103952,Premium,7.99,44
U103953,Premium,15.99,48
U103954,Standard,12.99,7
U103955,Standard,7.99,34
U103956,Premium,12.99,34
U103957,Standard,7.99,15
U103958,Standard,15.99,5
U103959,Premium,12.99,57
U103960,Premium,15.99,10
U103961,Basic,15.99,42
U103962,Basic,7.99,44
U103963,Standard,12.99,8
U103964,Premium,7.99,21
U103965,Premium,15.99,45
U103966,Premium,12.99,7
U103967,Premium,12.99,40
U103968,Standard,12.99,51
U103969,Premium,15.99,9
U103970,Premium,7.99,55
U103971,Standard,7.99,43
U103972,Premium,12.99,29
U103973,Standard,12.99,20
U103974,Basic,15.99,17
U103975,Standard,12.99,39
U103976,Basic,12.99,22
U103977,Premium,7.99,7
U103978,Premium,15.99,45
U103979,Standard,15.99,55
U103980,Basic,15.99,28
U103981,Basic,15.99,58
U103982,Standard,15.99,6
U103983,Standard,7.99,17
U103984,Standard,12.99,56
U103985,Standard,12.99,2
U103986,Premium,15.99,37
U103987,Premium,15.99,8
U103988,Standard,12.99,7
U103989,Premium,12.99,16
U103990,Standard,7.99,2
U103991,Basic,7.99,22
U103992,Basic,15.99,43
U103993,Premium,12.99,49
U103994,Standard,15.99,7
U103995,Premium,15.99,26
U103996,Premium,15.99,34
U103997,Standard,12.99,54
U103998,Basic,7.99,59
U103999,Standard,15.99,39
U104000,Premium,7.99,12
U104001,Standard,12.99,41
U104002,Premium,12.99,35
U104003,Standard,12.99,2
U104004,Basic,7.99,52
U104005,Basic,12.99,29
U104006,Standard,7.99,20
U104007,Premium,15.99,53
U104008,Standard,7.99,55
U104009,Basic,7.99,19
U104010,Basic,12.99,37
U104011,Premium,15.99,45
U104012,Standard,7.99,26
U104013,Basic,7.99,37
U104014,Standard,15.99,13
U104015,Premium,15.99,23
U104016,Standard,7.99,25
U104017,Basic,7.99,58
U104018,Premium,15.99,59
U104019,Premium,7.99,47
U104020,Standard,12.99,23
U104021,Standard,15.99,3
U104022,Premium,12.99,51
U104023,Basic,12.99,14
U104024,Standard,7.99,15
U104025,Standard,15.99,35
U104026,Standard,7.99,14
U104027,Basic,7.99,44
U104028,Standard,12.99,17
U104029,Standard,15.99,58
U104030,Standard,15.99,6
U104031,Premium,12.99,58
U104032,Premium,15.99,20
U104033,Basic,12.99,48
U104034,Basic,7.99,10
U104035,Standard,7.99,14
U104036,Standard,7.99,27
U104037,Basic,7.99,4
U104038,Basic,15.99,19
U104039,Basic,7.99,52
U104040,Premium,12.99,48
U104041,Premium,7.99,48
U104042,Standard,7.99,51
U104043,Premium,12.99,45
U104044,Basic,7.99,2
U104045,Standard,7.99,40
U104046,Standard,12.99,57
U104047,Basic,12.99,27
U104048,Standard,12.99,47
U104049,Standard,7.99,24
U104050,Standard,15.99,42
U104051,Basic,7.99,58
U104052,Standard,7.99,4
U104053,Premium,12.99,2
U104054,Premium,7.99,46
U104055,Standard,12.99,47
U104056,Premium,12.99,22
U104057,Basic,15.99,21
U104058,Standard,7.99,54
U104059,Basic,7.99,14
U104060,Standard,12.99,20
U104061,Premium,7.99,34
U104062,Standard,15.99,59
U104063,Standard,12.99,20
U104064,Basic,12.99,33
U104065,Standard,7.99,9
U104066,Premium,7.99,46
U104067,Basic,15.99,42
U104068,Basic,7.99,38
U104069,Basic,12.99,13
U104070,Standard,7.99,13
U104071,Premium,12.99,55
U104072,Premium,7.99,40
U104073,Standard,7.99,55
U104074,Basic,15.99,5
U104075,Standard,7.99,33
U104076,Premium,12.99,58
U104077,Basic,7.99,49
U104078,Standard,15.99,50
U104079,Premium,7.99,46
U104080,Premium,15.99,1
U104081,Standard,15.99,27
U104082,Basic,12.99,39
U104083,Basic,12.99,6
U104084,Basic,15.99,52
U104085,Standard,15.99,4
U104086,Premium,15.99,40
U104087,Standard,7.99,9
U104088,Basic,15.99,26
U104089,Standard,15.99,2
U104090,Basic,7.99,24
U104091,Basic,12.99,5
U104092,Standard,12.99,1
U104093,Standard,12.99,50
U104094,Basic,7.99,55
U104095,Basic,7.99,35
U104096,Standard,12.99,7
U104097,Premium,7.99,4
U104098,Premium,7.99,38
U104099,Standard,7.99,50
U104100,Basic,12.99,21
U104101,Premium,12.99,9
U104102,Standard,7.99,26
U104103,Basic,12.99,58
U104104,Standard,15.99,1
U104105,Standard,12.99,43
U104106,Standard,15.99,20
U104107,Standard,12.99,51
U104108,Basic,12.99,11
U104109,Standard,12.99,32
U104110,Premium,12.99,13
U104111,Premium,15.99,28
U104112,Basic,15.99,51
U104113,Standard,7.99,10
U104114,Premium,7.99,2
U104115,Basic,12.99,5
U104116,Standard,15.99,7
U104117,Premium,12.99,33
U104118,Basic,7.99,7
U104119,Premium,15.99,2
U104120,Premium,12.99,47
U104121,Basic,7.99,57
U104122,Standard,12.99,14
U104123,Premium,7.99,21
U104124,Standard,12.99,50
U104125,Standard,15.99,18
U104126,Standard,12.99,14
U104127,Standard,12.99,43
U104128,Standard,15.99,53
U104129,Standard,15.99,13
U104130,Basic,12.99,19
U104131,Premium,12.99,21
U104132,Premium,12.99,51
U104133,Standard,15.99,30
U104134,Premium,7.99,35
U104135,Standard,7.99,32
U104136,Standard,7.99,51
U104137,Premium,12.99,55
U104138,Premium,7.99,44
U104139,Basic,7.99,58
U104140,Premium,15.99,18
U104141,Basic,7.99,7
U104142,Standard,7.99,50
U104143,Premium,7.99,12
U104144,Standard,12.99,54
U104145,Basic,12.99,10
U104146,Premium,7.99,38
U104147,Premium,7.99,3
U104148,Basic,12.99,46
U104149,Standard,15.99,48
U104150,Premium,12.99,9
U104151,Standard,15.99,57
U104152,Premium,15.99,7
U104153,Basic,15.99,26
U104154,Premium,7.99,46
U104155,Premium,12.99,45
U104156,Basic,7.99,48
U104157,Premium,12.99,18
U104158,Standard,7.99,44
U104159,Standard,7.99,53
U104160,Standard,15.99,47
U104161,Standard,15.99,57
U104162,Standard,15.99,39
U104163,Standard,7.99,59
U104164,Premium,7.99,18
U104165,Basic,7.99,46
U104166,Premium,12.99,18
U104167,Premium,15.99,58
U104168,Basic,12.99,21
U104169,Standard,7.99,15
U104170,Standard,15.99,55
U104171,Premium,7.99,6
U104172,Premium,15.99,59
U104173,Premium,7.99,43
U104174,Basic,7.99,18
U104175,Standard,15.99,23
U104176,Premium,15.99,32
U104177,Standard,12.99,35
U104178,Basic,7.99,55
U104179,Premium,15.99,35
U104180,Standard,12.99,2
U104181,Basic,12.99,24
U104182,Basic,12.99,26
U104183,Standard,7.99,55
U104184,Basic,12.99,44
U104185,Standard,15.99,54
U104186,Premium,12.99,48
U104187,Basic,12.99,42
U104188,Premium,7.99,26
U104189,Basic,15.99,44
U104190,Standard,15.99,4
U104191,Standard,7.99,22
U104192,Premium,15.99,51
U104193,Premium,12.99,16
U104194,Standard,15.99,56
U104195,Basic,7.99,30
U104196,Premium,7.99,2
U104197,Basic,7.99,37
U104198,Standard,7.99,18
U104199,Premium,7.99,19
U104200,Premium,15.99,30
U104201,Basic,12.99,9
U104202,Basic,7.99,31
U104203,Premium,7.99,18
U104204,Standard,15.99,45
U104205,Standard,7.99,5
U104206,Premium,12.99,10
U104207,Standard,7.99,38
U104208,Premium,15.99,22
U104209,Basic,15.99,49
U104210,Standard,7.99,40
U104211,Basic,7.99,16
U104212,Basic,7.99,23
U104213,Standard,7.99,30
U104214,Standard,7.99,10
U104215,Premium,15.99,11
U104216,Standard,15.99,28
U104217,Premium,12.99,30
U104218,Standard,7.99,37
U104219,Standard,7.99,25
U104220,Basic,12.99,27
U104221,Premium,12.99,8
U104222,Standard,12.99,47
U104223,Premium,7.99,10
U104224,Standard,15.99,38
U104225,Standard,7.99,34
U104226,Basic,12.99,29
U104227,Standard,7.99,17
U104228,Standard,7.99,27
U104229,Premium,7.99,53
U104230,Premium,15.99,50
U104231,Premium,15.99,23
U104232,Standard,7.99,27
U104233,Basic,7.99,38
U104234,Standard,15.99,10
U104235,Premium,12.99,16
U104236,Standard,15.99,50
U104237,Standard,12.99,6
U104238,Premium,15.99,1
U104239,Basic,15.99,25
U104240,Standard,12.99,49
U104241,Basic,15.99,17
U104242,Standard,15.99,33
U104243,Standard,15.99,32
U104244,Basic,12.99,14
U104245,Standard,7.99,4
U104246,Premium,12.99,32
U104247,Standard,15.99,17
U104248,Standard,7.99,25
U104249,Standard,15.99,59
U104250,Premium,12.99,51
U104251,Standard,12.99,14
U104252,Standard,15.99,6
U104253,Premium,15.99,11
U104254,Premium,7.99,28
U104255,Standard,15.99,9
U104256,Basic,12.99,8
U104257,Basic,15.99,30
U104258,Standard,12.99,44
U104259,Basic,12.99,38
U104260,Premium,7.99,58
U104261,Basic,15.99,16
U104262,Basic,7.99,20
U104263,Standard,15.99,10
U104264,Standard,7.99,53
U104265,Standard,7.99,35
U104266,Standard,15.99,7
U104267,Basic,12.99,10
U104268,Basic,7.99,21
U104269,Premium,12.99,30
U104270,Standard,7.99,44
U104271,Premium,7.99,6
U104272,Basic,7.99,34
U104273,Basic,12.99,12
U104274,Premium,12.99,42
U104275,Standard,7.99,11
U104276,Premium,12.99,55
U104277,Basic,7.99,4
U104278,Premium,12.99,23
U104279,Standard,12.99,33
U104280,Basic,15.99,33
U104281,Premium,7.99,14
U104282,Standard,15.99,2
U104283,Standard,12.99,3
U104284,Premium,12.99,52
U104285,Standard,15.99,44
