user_id,subscription_type,monthly_fee,account_age_months,primary_device
U115220,Basic,12.99,42,Laptop
U115221,Standard,12.99,7,Smart TV
U115222,Standard,7.99,51,Smart TV
U115223,Premium,15.99,31,Mobile
U115224,Standard,15.99,28,Mobile
U115225,Premium,7.99,1,Smart TV
U115226,Standard,7.99,25,Laptop
U115227,Premium,12.99,9,Smart TV
U115228,Premium,15.99,37,Mobile
U115229,Basic,15.99,41,Mobile
U115230,Standard,12.99,57,Smart TV
U115231,Premium,15.99,59,Laptop
U115232,Premium,12.99,15,Mobile
U115233,Standard,15.99,36,Smart TV
U115234,Standard,15.99,37,Smart TV
U115235,Premium,12.99,24,Smart TV
U115236,Basic,7.99,18,Smart TV
U115237,Standard,7.99,41,Mobile
U115238,Basic,7.99,31,Mobile
U115239,Basic,15.99,27,Mobile
U115240,Standard,15.99,18,Smart TV
U115241,Standard,15.99,16,Tablet
U115242,Premium,12.99,7,Laptop
U115243,Basic,7.99,36,Tablet
U115244,Premium,15.99,18,Smart TV
U115245,Premium,7.99,7,Mobile
U115246,Standard,7.99,38,Smart TV
U115247,Basic,15.99,47,Mobile
U115248,Premium,12.99,1,Laptop
U115249,Premium,15.99,36,Tablet
U115250,Basic,15.99,46,Laptop
U115251,Basic,7.99,23,Smart TV
U115252,Premium,15.99,45,Mobile
U115253,Basic,7.99,7,Mobile
U115254,Premium,7.99,51,Laptop
U115255,Premium,12.99,5,Laptop
U115256,Standard,15.99,26,Tablet
U115257,Standard,12.99,12,Mobile
U115258,Basic,7.99,4,Laptop
U115259,Standard,7.99,21,Mobile
U115260,Basic,15.99,49,Mobile
U115261,Premium,12.99,40,Laptop
U115262,Basic,7.99,59,Laptop
U115263,Premium,12.99,12,Smart TV
U115264,Basic,7.99,42,Tablet
U115265,Basic,15.99,48,Mobile
U115266,Basic,12.99,8,Tablet
U115267,Basic,15.99,31,Smart TV
U115268,Basic,15.99,24,Mobile
U115269,Basic,15.99,25,Smart TV
U115270,Basic,7.99,52,Mobile
U115271,Premium,7.99,47,Laptop
U115272,Standard,7.99,35,Tablet
U115273,Premium,12.99,4,Smart TV
U115274,Standard,15.99,5,Smart TV
U115275,Standard,15.99,5,Laptop
U115276,Premium,12.99,16,Mobile
U115277,Standard,15.99,31,Smart TV
U115278,Standard,7.99,16,Tablet
U115279,Standard,15.99,42,Tablet
U115280,Basic,15.99,37,Tablet
U115281,Standard,15.99,53,Smart TV
U115282,Basic,15.99,45,Smart TV
U115283,Standard,12.99,46,Mobile
U115284,Basic,7.99,42,Mobile
U115285,Basic,7.99,18,Tablet
U115286,Premium,15.99,17,Smart TV
U115287,Premium,7.99,4,Laptop
U115288,Basic,7.99,58,Smart TV
U115289,Standard,7.99,33,Smart TV
U115290,Premium,7.99,7,Laptop
U115291,Standard,15.99,27,Tablet
U115292,Basic,12.99,28,Tablet
U115293,Standard,12.99,11,Smart TV
U115294,Basic,15.99,43,Smart TV
U115295,Standard,12.99,50,Laptop
U115296,Basic,15.99,50,Tablet
U115297,Premium,12.99,41,Smart TV
U115298,Basic,15.99,50,Laptop
U115299,Basic,7.99,57,Tablet
U115300,Standard,12.99,16,Mobile
U115301,Standard,15.99,18,Tablet
U115302,Standard,15.99,19,Tablet
U115303,Basic,7.99,14,Smart TV
U115304,Standard,7.99,12,Smart TV
U115305,Standard,12.99,44,Laptop
U115306,Basic,7.99,42,Laptop
U115307,Basic,12.99,29,Tablet
U115308,Basic,15.99,29,Mobile
U115309,Standard,12.99,51,Laptop
U115310,Standard,7.99,2,Tablet
U115311,Premium,12.99,38,Smart TV
U115312,Basic,15.99,22,Tablet
U115313,Basic,12.99,15,Tablet
U115314,Basic,15.99,51,Tablet
U115315,Basic,15.99,20,Tablet
U115316,Basic,15.99,43,Mobile
U115317,Basic,15.99,55,Laptop
U115318,Premium,15.99,44,Smart TV
U115319,Standard,7.99,2,Smart TV
U115320,Premium,15.99,59,Mobile
U115321,Premium,7.99,19,Laptop
U115322,Standard,15.99,37,Mobile
U115323,Standard,15.99,29,Smart TV
U115324,Standard,15.99,19,Laptop
U115325,Premium,12.99,19,Smart TV
U115326,Basic,15.99,29,Mobile
U115327,Standard,12.99,41,Tablet
U115328,Basic,12.99,12,Tablet
U115329,Premium,15.99,26,Smart TV
U115330,Premium,15.99,45,Smart TV
U115331,Standard,12.99,42,Laptop
U115332,Premium,12.99,51,Mobile
U115333,Standard,12.99,26,Tablet
U115334,Standard,12.99,11,Mobile
U115335,Standard,7.99,19,Tablet
U115336,Standard,12.99,3,Mobile
U115337,Basic,15.99,57,Laptop
U115338,Premium,7.99,37,Mobile
U115339,Basic,12.99,44,Tablet
U115340,Standard,12.99,42,Mobile
U115341,Basic,12.99,36,Tablet
U115342,Standard,7.99,23,Smart TV
U115343,Standard,7.99,45,Mobile
U115344,Basic,15.99,53,Laptop
U115345,Standard,12.99,22,Laptop
U115346,Standard,7.99,55,Tablet
U115347,Premium,7.99,18,Tablet
U115348,Standard,7.99,33,Mobile
U115349,Standard,15.99,28,Tablet
U115350,Standard,12.99,9,Mobile
U115351,Basic,12.99,35,Mobile
U115352,Basic,12.99,47,Tablet
U115353,Standard,7.99,35,Tablet
U115354,Standard,12.99,43,Laptop
U115355,Basic,7.99,21,Laptop
U115356,Basic,12.99,41,Smart TV
U115357,Premium,12.99,47,Laptop
U115358,Standard,7.99,53,Laptop
U115359,Standard,7.99,25,Mobile
U115360,Standard,15.99,39,Smart TV
U115361,Basic,12.99,8,Smart TV
U115362,Premium,15.99,42,Smart TV
U115363,Basic,12.99,54,Mobile
U115364,Basic,7.99,55,Smart TV
U115365,Basic,12.99,11,Smart TV
U115366,Basic,15.99,39,Smart TV
U115367,Standard,12.99,43,Laptop
U115368,Premium,7.99,53,Tablet
U115369,Standard,7.99,54,Mobile
U115370,Premium,7.99,20,Mobile
U115371,Standard,7.99,7,Laptop
U115372,Standard,12.99,50,Tablet
U115373,Standard,15.99,11,Tablet
U115374,Standard,12.99,23,Tablet
U115375,Standard,12.99,58,Tablet
U115376,Standard,12.99,38,Tablet
U115377,Premium,15.99,44,Smart TV
U115378,Basic,7.99,29,Smart TV
U115379,Standard,15.99,23,Mobile
U115380,Standard,15.99,42,Smart TV
U115381,Premium,12.99,1,Tablet
U115382,Premium,15.99,49,Laptop
U115383,Premium,7.99,47,Smart TV
U115384,Standard,12.99,16,Mobile
U115385,Standard,12.99,46,Laptop
U115386,Premium,12.99,33,Mobile
U115387,Standard,12.99,48,Smart TV
U115388,Premium,12.99,3,Mobile
U115389,Basic,15.99,33,Mobile
U115390,Basic,12.99,43,Laptop
U115391,Standard,7.99,3,Laptop
U115392,Standard,12.99,48,Tablet
U115393,Standard,7.99,27,Mobile
U115394,Standard,7.99,3,Tablet
U115395,Basic,15.99,1,Tablet
U115396,Basic,15.99,8,Smart TV
U115397,Standard,12.99,32,Mobile
U115398,Standard,7.99,19,Tablet
U115399,Basic,15.99,20,Smart TV
U115400,Premium,7.99,13,Tablet
U115401,Basic,12.99,44,Laptop
U115402,Standard,7.99,10,Tablet
U115403,Standard,7.99,19,Smart TV
U115404,Premium,7.99,21,Mobile
U115405,Basic,12.99,45,Tablet
U115406,Basic,15.99,7,Laptop
U115407,Basic,7.99,47,Smart TV
U115408,Standard,15.99,47,Laptop
U115409,Premium,7.99,26,Laptop
U115410,Standard,7.99,53,Laptop
U115411,Standard,15.99,51,Smart TV
U115412,Premium,7.99,5,Laptop
U115413,Premium,15.99,58,Smart TV
U115414,Standard,7.99,51,Tablet
U115415,Premium,7.99,57,Smart TV
U115416,Basic,7.99,51,Tablet
U115417,Premium,12.99,20,Tablet
U115418,Premium,12.99,25,Tablet
U115419,Standard,7.99,31,Laptop
U115420,Premium,15.99,30,Laptop
U115421,Basic,7.99,20,Tablet
U115422,Basic,7.99,16,Smart TV
U115423,Premium,7.99,44,Tablet
U115424,Premium,7.99,26,Mobile
U115425,Basic,12.99,2,Mobile
U115426,Premium,12.99,27,Smart TV
U115427,Premium,15.99,58,Tablet
U115428,Premium,15.99,38,Smart TV
U115429,Standard,15.99,37,Mobile
U115430,Premium,15.99,5,Smart TV
U115431,Standard,15.99,28,Smart TV
U115432,Premium,15.99,54,Tablet
U115433,Basic,12.99,11,Laptop
U115434,Premium,15.99,46,Tablet
U115435,Standard,15.99,22,Mobile
U115436,Premium,12.99,13,Smart TV
U115437,Basic,12.99,57,Tablet
U115438,Premium,12.99,58,Smart TV
U115439,Standard,7.99,44,Laptop
U115440,Premium,15.99,2,Laptop
U115441,Basic,15.99,19,Smart TV
U115442,Premium,7.99,4,Tablet
U115443,Premium,12.99,52,Tablet
U115444,Premium,12.99,2,Tablet
U115445,Basic,12.99,28,Laptop
U115446,Standard,15.99,4,Mobile
U115447,Premium,15.99,41,Laptop
U115448,Premium,7.99,40,Smart TV
U115449,Standard,7.99,12,Laptop
U115450,Standard,15.99,26,Smart TV
U115451,Standard,15.99,7,Tablet
U115452,Standard,7.99,21,Laptop
U115453,Standard,7.99,31,Laptop
U115454,Premium,12.99,30,Smart TV
U115455,Basic,12.99,44,Tablet
U115456,Premium,7.99,51,Smart TV
U115457,Basic,7.99,44,Laptop
U115458,Standard,7.99,12,Smart TV
U115459,Standard,7.99,36,Laptop
U115460,Premium,7.99,17,Smart TV
U115461,Basic,12.99,59,Smart TV
U115462,Premium,12.99,54,Laptop
U115463,Premium,15.99,50,Tablet
U115464,Basic,7.99,54,Laptop
U115465,Basic,12.99,15,Tablet
U115466,Premium,15.99,4,Smart TV
U115467,Standard,15.99,54,Mobile
U115468,Premium,15.99,58,Mobile
U115469,Standard,15.99,16,Laptop
U115470,Basic,7.99,8,Tablet
U115471,Premium,12.99,57,Laptop
U115472,Standard,12.99,16,Smart TV
U115473,Basic,7.99,36,Mobile
U115474,Basic,15.99,1,Laptop
U115475,Premium,15.99,57,Mobile
U115476,Standard,12.99,47,Laptop
U115477,Premium,15.99,14,Laptop
U115478,Standard,7.99,38,Smart TV
U115479,Premium,7.99,13,Mobile
U115480,Basic,7.99,21,Smart TV
U115481,Standard,15.99,21,Mobile
U115482,Premium,15.99,43,Smart TV
U115483,Basic,15.99,49,Smart TV
U115484,Premium,7.99,42,Mobile
U115485,Basic,7.99,37,Mobile
U115486,Premium,7.99,23,Tablet
U115487,Standard,15.99,16,Mobile
U115488,Standard,15.99,51,Tablet
U115489,Basic,12.99,12,Laptop
U115490,Premium,12.99,29,Laptop
U115491,Standard,15.99,4,Smart TV
U115492,Standard,7.99,44,Laptop
U115493,Standard,15.99,53,Laptop
U115494,Standard,15.99,57,Laptop
U115495,Basic,12.99,51,Mobile
U115496,Basic,12.99,35,Smart TV
U115497,Standard,12.99,40,Laptop
U115498,Basic,15.99,41,Laptop
U115499,Standard,15.99,37,Tablet
U115500,Standard,12.99,57,Smart TV
U115501,Premium,7.99,14,Smart TV
U115502,Basic,15.99,20,Mobile
U115503,Premium,12.99,47,Mobile
U115504,Standard,15.99,32,Laptop
U115505,Basic,12.99,24,Tablet
U115506,Standard,15.99,24,Laptop
U115507,Premium,12.99,23,Laptop
U115508,Standard,15.99,39,Mobile
U115509,Standard,12.99,5,Mobile
U115510,Premium,15.99,31,Mobile
U115511,Standard,15.99,51,Smart TV
U115512,Standard,7.99,49,Laptop
U115513,Basic,15.99,15,Laptop
U115514,Standard,7.99,17,Mobile
U115515,Premium,7.99,15,Laptop
U115516,Premium,15.99,25,Laptop
U115517,Standard,7.99,59,Laptop
U115518,Standard,15.99,17,Smart TV
U115519,Basic,7.99,33,Smart TV
U115520,Standard,15.99,13,Mobile
U115521,Basic,12.99,19,Mobile
U115522,Standard,15.99,1,Tablet
U115523,Standard,15.99,18,Smart TV
U115524,Premium,7.99,53,Tablet
U115525,Standard,12.99,33,Laptop
U115526,Basic,15.99,14,Smart TV
U115527,Standard,12.99,53,Mobile
U115528,Standard,12.99,15,Tablet
U115529,Standard,7.99,44,Tablet
U115530,Basic,12.99,48,Tablet
U115531,Premium,7.99,57,Tablet
U115532,Basic,12.99,9,Smart TV
U115533,Standard,7.99,1,Smart TV
U115534,Basic,12.99,43,Mobile
U115535,Premium,12.99,53,Smart TV
U115536,Premium,7.99,31,Tablet
U115537,Premium,15.99,30,Mobile
U115538,Standard,12.99,57,Mobile
U115539,Premium,7.99,1,Laptop
U115540,Basic,7.99,45,Tablet
U115541,Standard,12.99,43,Smart TV
U115542,Standard,12.99,10,Smart TV
U115543,Basic,15.99,8,Tablet
U115544,Basic,15.99,40,Smart TV
U115545,Basic,15.99,46,Mobile
U115546,Standard,12.99,56,Laptop
U115547,Premium,12.99,5,Mobile
U115548,Basic,12.99,37,Smart TV
U115549,Standard,12.99,26,Smart TV
U115550,Basic,7.99,49,Smart TV
U115551,Basic,12.99,56,Mobile
U115552,Basic,15.99,18,Tablet
U115553,Standard,7.99,31,Tablet
U115554,Standard,7.99,9,Tablet
U115555,Basic,12.99,9,Mobile
U115556,Standard,15.99,41,Mobile
U115557,Basic,12.99,47,Mobile
U115558,Standard,7.99,43,Mobile
U115559,Standard,12.99,40,Mobile
U115560,Premium,15.99,39,Tablet
U115561,Standard,15.99,47,Laptop
U115562,Basic,15.99,58,Tablet
U115563,Standard,15.99,3,Laptop
U115564,Standard,15.99,11,Smart TV
U115565,Standard,15.99,10,Tablet
U115566,Standard,7.99,48,Tablet
U115567,Premium,15.99,2,Mobile
U115568,Standard,7.99,9,Mobile
U115569,Basic,15.99,13,Mobile
U115570,Premium,12.99,45,Mobile
U115571,Standard,15.99,54,Smart TV
U115572,Standard,12.99,20,Tablet
U115573,Standard,12.99,25,Smart TV
U115574,Premium,15.99,58,Mobile
U115575,Premium,12.99,22,Mobile
U115576,Basic,12.99,46,Smart TV
U115577,Premium,15.99,21,Tablet
U115578,Standard,7.99,4,Laptop
U115579,Standard,12.99,56,Smart TV
U115580,Standard,7.99,45,Smart TV
U115581,Premium,15.99,35,Smart TV
U115582,Basic,7.99,7,Laptop
U115583,Premium,15.99,1,Mobile
U115584,Premium,7.99,32,Mobile
U115585,Basic,15.99,6,Laptop
U115586,Standard,12.99,9,Mobile
U115587,Premium,7.99,54,Laptop
U115588,Premium,12.99,46,Laptop
U115589,Basic,7.99,14,Tablet
U115590,Basic,7.99,35,Tablet
U115591,Standard,7.99,20,Laptop
U115592,Basic,7.99,42,Tablet
U115593,Basic,12.99,46,Smart TV
U115594,Standard,7.99,10,Smart TV
U115595,Standard,7.99,11,Smart TV
U115596,Standard,15.99,14,Tablet
U115597,Premium,12.99,43,Smart TV
U115598,Standard,15.99,30,Smart TV
U115599,Standard,12.99,25,Mobile
U115600,Standard,15.99,40,Mobile
U115601,Basic,15.99,12,Mobile
U115602,Standard,15.99,20,Laptop
U115603,Premium,12.99,55,Laptop
U115604,Standard,12.99,30,Tablet
U115605,Basic,15.99,45,Mobile
U115606,Standard,15.99,30,Laptop
U115607,Standard,7.99,26,Smart TV
U115608,Standard,12.99,12,Tablet
U115609,Premium,7.99,17,Tablet
U115610,Standard,7.99,59,Laptop
U115611,Premium,7.99,45,Laptop
U115612,Standard,15.99,42,Tablet
U115613,Standard,15.99,38,Laptop
U115614,Premium,12.99,8,Smart TV
U115615,Standard,12.99,14,Tablet
U115616,Standard,15.99,45,Tablet
U115617,Standard,12.99,21,Laptop
U115618,Premium,7.99,49,Tablet
U115619,Standard,7.99,7,Tablet
U115620,Standard,12.99,18,Mobile
U115621,Basic,7.99,43,Mobile
U115622,Basic,7.99,17,Mobile
U115623,Standard,12.99,12,Mobile
U115624,Premium,12.99,36,Tablet
U115625,Premium,7.99,24,Smart TV
U115626,Basic,15.99,21,Smart TV
U115627,Basic,7.99,45,Laptop
U115628,Basic,15.99,58,Smart TV
U115629,Standard,12.99,27,Tablet
U115630,Standard,15.99,17,Laptop
U115631,Premium,15.99,1,Mobile
U115632,Basic,12.99,11,Laptop
U115633,Basic,7.99,15,Tablet
U115634,Premium,12.99,45,Mobile
U115635,Premium,7.99,12,Smart TV
U115636,Premium,7.99,39,Smart TV
U115637,Standard,12.99,6,Tablet
U115638,Premium,7.99,42,Laptop
U115639,Standard,7.99,1,Mobile
U115640,Premium,7.99,9,Mobile
U115641,Standard,15.99,21,Laptop
U115642,Standard,15.99,44,Laptop
U115643,Basic,12.99,1,Mobile
U115644,Basic,7.99,23,Smart TV
U115645,Standard,7.99,19,Tablet
U115646,Standard,12.99,34,Smart TV
U115647,Premium,12.99,12,Laptop
U115648,Premium,7.99,54,Tablet
U115649,Standard,12.99,10,Tablet
U115650,Standard,12.99,18,Laptop
U115651,Basic,15.99,22,Mobile
U115652,Standard,12.99,8,Laptop
U115653,Standard,7.99,38,Mobile
U115654,Standard,12.99,10,Mobile
U115655,Premium,15.99,43,Laptop
U115656,Standard,15.99,14,Mobile
U115657,Basic,12.99,19,Smart TV
U115658,Standard,15.99,8,Smart TV
U115659,Standard,15.99,3,Smart TV
U115660,Premium,7.99,2,Smart TV
U115661,Standard,12.99,19,Laptop
U115662,Premium,15.99,5,Smart TV
U115663,Basic,12.99,56,Mobile
U115664,Standard,12.99,10,Laptop
U115665,Basic,15.99,29,Laptop
U115666,Premium,7.99,33,Smart TV
U115667,Basic,15.99,48,Tablet
U115668,Premium,7.99,15,Tablet
U115669,Premium,15.99,6,Smart TV
U115670,Premium,7.99,12,Smart TV
U115671,Premium,15.99,9,Mobile
U115672,Basic,7.99,56,Mobile
U115673,Basic,7.99,50,Smart TV
U115674,Basic,7.99,56,Smart TV
U115675,Basic,12.99,6,Tablet
U115676,Standard,12.99,21,Smart TV
U115677,Standard,7.99,44,Tablet
U115678,Premium,12.99,30,Smart TV
U115679,Basic,7.99,18,Mobile
U115680,Basic,12.99,34,Tablet
U115681,Standard,7.99,16,Tablet
U115682,Basic,7.99,47,Tablet
U115683,Basic,12.99,11,Smart TV
U115684,Standard,12.99,22,Laptop
U115685,Premium,7.99,2,Tablet
U115686,Standard,7.99,1,Mobile
U115687,Basic,15.99,37,Smart TV
U115688,Premium,12.99,39,Tablet
U115689,Standard,7.99,31,Smart TV
U115690,Premium,15.99,5,Tablet
U115691,Premium,7.99,35,Mobile
U115692,Premium,12.99,2,Tablet
U115693,Premium,12.99,51,Laptop
U115694,Standard,7.99,22,Mobile
U115695,Basic,12.99,56,Smart TV
U115696,Basic,12.99,22,Tablet
U115697,Premium,15.99,30,Laptop
U115698,Standard,12.99,57,Smart TV
U115699,Basic,15.99,25,Tablet
U115700,Standard,7.99,35,Mobile
U115701,Premium,15.99,39,Tablet
U115702,Standard,7.99,24,Mobile
U115703,Premium,12.99,35,Tablet
U115704,Premium,7.99,46,Smart TV
U115705,Standard,12.99,47,Smart TV
U115706,Premium,7.99,21,Tablet
U115707,Premium,12.99,35,Tablet
U115708,Basic,15.99,55,Laptop
U115709,Basic,7.99,53,Laptop
U115710,Premium,12.99,33,Laptop
U115711,Standard,12.99,33,Tablet
U115712,Basic,7.99,9,Tablet
U115713,Basic,12.99,37,Tablet
U115714,Premium,15.99,59,Laptop
U115715,Standard,12.99,26,Smart TV
U115716,Standard,7.99,2,Laptop
U115717,Premium,15.99,44,Mobile
U115718,Basic,7.99,20,Smart TV
U115719,Standard,12.99,46,Laptop
U115720,Basic,15.99,5,Laptop
U115721,Premium,12.99,43,Tablet
U115722,Premium,7.99,25,Smart TV
U115723,Basic,12.99,18,Smart TV
U115724,Standard,7.99,36,Mobile
U115725,Standard,12.99,56,Tablet
U115726,Basic,12.99,16,Tablet
U115727,Basic,15.99,3,Tablet
U115728,Premium,7.99,50,Smart TV
U115729,Premium,7.99,19,Smart TV
U115730,Premium,7.99,48,Mobile
U115731,Premium,12.99,39,Tablet
U115732,Standard,15.99,30,Laptop
U115733,Standard,15.99,9,Laptop
U115734,Basic,12.99,53,Tablet
U115735,Standard,7.99,58,Smart TV
U115736,Basic,7.99,2,Laptop
U115737,Standard,15.99,43,Laptop
U115738,Standard,15.99,46,Laptop
U115739,Basic,15.99,59,Smart TV
U115740,Basic,7.99,23,Smart TV
U115741,Standard,12.99,35,Laptop
U115742,Premium,15.99,7,Smart TV
U115743,Premium,15.99,6,Tablet
U115744,Standard,7.99,1,Mobile
U115745,Basic,7.99,46,Smart TV
U115746,Premium,15.99,42,Tablet
U115747,Premium,15.99,29,Mobile
U115748,Standard,12.99,5,Smart TV
U115749,Premium,15.99,13,Tablet
U115750,Premium,12.99,59,Laptop
U115751,Standard,12.99,15,Smart TV
U115752,Standard,7.99,1,Laptop
U115753,Premium,15.99,23,Smart TV
U115754,Standard,15.99,43,Tablet
U115755,Premium,15.99,54,Laptop
U115756,Standard,15.99,13,Tablet
U115757,Basic,15.99,41,Laptop
U115758,Standard,12.99,11,Smart TV
U115759,Standard,12.99,12,Mobile
U115760,Premium,12.99,31,Laptop
U115761,Premium,15.99,20,Laptop
U115762,Standard,15.99,9,Mobile
U115763,Premium,15.99,21,Mobile
U115764,Premium,15.99,13,Laptop
U115765,Standard,7.99,5,Mobile
U115766,Premium,7.99,37,Tablet
U115767,Premium,15.99,29,Laptop
U115768,Standard,7.99,30,Laptop
U115769,Standard,15.99,42,Mobile
U115770,Basic,7.99,37,Smart TV
U115771,Standard,12.99,11,Mobile
U115772,Premium,12.99,55,Smart TV
U115773,Standard,12.99,32,Mobile
U115774,Basic,15.99,49,Mobile
U115775,Standard,7.99,30,Smart TV
U115776,Basic,12.99,26,Mobile
U115777,Basic,12.99,55,Smart TV
U115778,Basic,15.99,39,Smart TV
U115779,Premium,15.99,5,Mobile
U115780,Premium,7.99,35,Laptop
U115781,Premium,15.99,39,Laptop
U115782,Basic,7.99,5,Mobile
U115783,Standard,15.99,4,Mobile
U115784,Standard,7.99,41,Tablet
U115785,Standard,7.99,52,Mobile
U115786,Basic,12.99,5,Laptop
U115787,Standard,12.99,12,Tablet
U115788,Basic,7.99,6,Tablet
U115789,Premium,7.99,30,Smart TV
U115790,Premium,7.99,43,Laptop
U115791,Basic,15.99,38,Mobile
U115792,Premium,12.99,50,Mobile
U115793,Standard,12.99,43,Tablet
U115794,Standard,7.99,51,Mobile
U115795,Standard,7.99,8,Tablet
U115796,Premium,12.99,9,Smart TV
U115797,Basic,7.99,6,Tablet
U115798,Premium,7.99,17,Mobile
U115799,Standard,15.99,44,Tablet
U115800,Premium,7.99,45,Mobile
U115801,Premium,12.99,28,Mobile
U115802,Premium,7.99,34,Mobile
U115803,Standard,12.99,29,Laptop
U115804,Basic,12.99,19,Smart TV
U115805,Premium,15.99,27,Tablet
U115806,Standard,15.99,18,Mobile
U115807,Standard,12.99,5,Mobile
U115808,Standard,15.99,58,Laptop
U115809,Basic,12.99,6,Smart TV
U115810,Premium,7.99,20,Laptop
U115811,Standard,15.99,26,Mobile
U115812,Standard,7.99,49,Smart TV
U115813,Standard,7.99,26,Smart TV
U115814,Standard,12.99,48,Mobile
U115815,Premium,7.99,7,Tablet
U115816,Basic,15.99,40,Smart TV
U115817,Premium,7.99,4,Smart TV
U115818,Standard,7.99,9,Smart TV
U115819,Basic,12.99,48,Tablet
U115820,Premium,7.99,20,Laptop
U115821,Premium,12.99,51,Mobile
U115822,Basic,15.99,14,Laptop
U115823,Basic,12.99,49,Laptop
U115824,Standard,15.99,18,Tablet
U115825,Basic,15.99,14,Laptop
U115826,Basic,12.99,2,Mobile
U115827,Standard,7.99,2,Mobile
U115828,Premium,12.99,8,Tablet
U115829,Standard,7.99,28,Smart TV
U115830,Standard,12.99,2,Mobile
U115831,Basic,7.99,1,Tablet
U115832,Standard,7.99,28,Tablet
U115833,Premium,7.99,21,Laptop
U115834,Standard,15.99,22,Tablet
U115835,Standard,15.99,10,Smart TV
U115836,Basic,15.99,16,Laptop
U115837,Standard,15.99,59,Mobile
U115838,Basic,12.99,44,Mobile
U115839,Basic,12.99,19,Mobile
U115840,Standard,7.99,22,Laptop
U115841,Standard,12.99,5,Mobile
U115842,Premium,12.99,22,Mobile
U115843,Standard,12.99,13,Smart TV
U115844,Basic,12.99,19,Smart TV
U115845,Basic,15.99,20,Smart TV
U115846,Standard,15.99,3,Smart TV
U115847,Standard,7.99,57,Mobile
U115848,Standard,12.99,18,Mobile
U115849,Premium,7.99,14,Tablet
U115850,Premium,12.99,37,Laptop
U115851,Basic,7.99,15,Mobile
U115852,Standard,7.99,21,Laptop
U115853,Basic,7.99,37,Mobile
U115854,Basic,15.99,17,Mobile
U115855,Premium,15.99,39,Smart TV
U115856,Premium,15.99,57,Smart TV
U115857,Premium,7.99,25,Smart TV
U115858,Basic,15.99,11,Smart TV
U115859,Standard,15.99,43,Mobile
U115860,Basic,7.99,50,Smart TV
U115861,Basic,7.99,15,Smart TV
U115862,Premium,7.99,3,Laptop
U115863,Premium,7.99,30,Laptop
U115864,Premium,12.99,13,Tablet
U115865,Basic,12.99,57,Laptop
U115866,Standard,15.99,7,Laptop
U115867,Premium,7.99,14,Laptop
U115868,Standard,12.99,37,Laptop
U115869,Basic,12.99,49,Mobile
U115870,Premium,15.99,51,Tablet
U115871,Premium,15.99,18,Smart TV
U115872,Standard,7.99,20,Smart TV
U115873,Standard,15.99,16,Smart TV
U115874,Standard,7.99,9,Smart TV
U115875,Basic,7.99,54,Mobile
U115876,Standard,15.99,48,Smart TV
U115877,Standard,15.99,31,Tablet
U115878,Standard,12.99,25,Mobile
U115879,Standard,7.99,13,Mobile
U115880,Standard,7.99,18,Laptop
U115881,Standard,12.99,2,Tablet
U115882,Standard,7.99,18,Laptop
U115883,Standard,15.99,31,Mobile
U115884,Premium,15.99,20,Smart TV
U115885,Basic,15.99,29,Laptop
U115886,Basic,15.99,58,Smart TV
U115887,Standard,7.99,31,Tablet
U115888,Basic,15.99,13,Mobile
U115889,Premium,7.99,19,Smart TV
U115890,Basic,12.99,10,Mobile
U115891,Premium,12.99,54,Laptop
U115892,Premium,15.99,44,Smart TV
U115893,Basic,7.99,24,Tablet
U115894,Basic,7.99,20,Mobile
U115895,Standard,12.99,22,Laptop
U115896,Premium,7.99,27,Laptop
U115897,Standard,15.99,48,Laptop
U115898,Basic,15.99,55,Mobile
U115899,Standard,15.99,51,Laptop
U115900,Standard,12.99,41,Tablet
U115901,Premium,15.99,30,Tablet
U115902,Basic,12.99,36,Mobile
U115903,Standard,15.99,44,Laptop
U115904,Basic,15.99,24,Laptop
U115905,Standard,15.99,35,Laptop
U115906,Basic,7.99,3,Laptop
U115907,Basic,15.99,24,Tablet
U115908,Standard,15.99,48,Smart TV
U115909,Premium,7.99,25,Smart TV
U115910,Standard,15.99,3,Laptop
U115911,Standard,7.99,20,Mobile
U115912,Basic,7.99,25,Tablet
U115913,Premium,12.99,37,Laptop
U115914,Premium,15.99,17,Laptop
U115915,Basic,7.99,48,Smart TV
U115916,Premium,15.99,27,Laptop
U115917,Premium,12.99,25,Smart TV
U115918,Basic,7.99,32,Laptop
U115919,Premium,7.99,4,Smart TV
U115920,Premium,15.99,1,Laptop
U115921,Premium,7.99,25,Mobile
U115922,Standard,12.99,18,Mobile
U115923,Premium,12.99,41,Mobile
U115924,Standard,15.99,41,Tablet
U115925,Premium,12.99,40,Tablet
U115926,Standard,7.99,13,Mobile
U115927,Basic,7.99,2,Mobile
U115928,Basic,12.99,5,Laptop
U115929,Basic,15.99,26,Mobile
U115930,Basic,7.99,30,Smart TV
U115931,Basic,15.99,25,Tablet
U115932,Basic,12.99,53,Laptop
U115933,Premium,12.99,51,Laptop
U115934,Premium,15.99,24,Tablet
U115935,Standard,12.99,30,Mobile
U115936,Premium,15.99,51,Mobile
U115937,Basic,7.99,2,Smart TV
U115938,Basic,7.99,50,Smart TV
U115939,Standard,15.99,59,Mobile
U115940,Basic,7.99,48,Mobile
U115941,Premium,15.99,44,Laptop
U115942,Standard,7.99,49,Laptop
U115943,Basic,7.99,39,Mobile
U115944,Basic,12.99,31,Tablet
